iteration,rho_inner,rho_annulus,rho_bgsub,rho_delta
91,-0.1713765629196383,0.10039986869982988,-0.40344961355972664,-0.45313479156097985
92,-0.06051744203395899,-0.31243472292680013,-0.3586732714631016,-0.4064038673868281
93,-0.03471994270538031,-0.24409895258273395,-0.3614932410253349,-0.41372982005908504
94,0.028483184625943715,-0.21727194055683205,-0.3514368416340902,-0.38923040195756614
95,-0.006191996657813852,-0.2430395989376622,-0.33867983647160627,-0.37316105159499857
96,-0.0013130017009340216,-0.3027364149085374,-0.338366506520247,-0.39782459490913424
97,-0.07200620691713168,0.06254662648085701,-0.3786667064545969,-0.43427531258392765
98,-0.16901912804750677,-0.07096177374593415,-0.37105726477872925,-0.4305153531676165
99,-0.06972337441437139,-0.3271612306406851,-0.36467130196055025,-0.40777655098325916
100,0.02442481573214765,-0.04586553668944525,-0.31896989048372176,-0.3654471666020112
101,-0.14556414311718538,-0.07412491420727521,-0.39928680134881084,-0.4542239861538001
102,-0.029229208319656228,-0.18674465101011606,-0.3622243442451732,-0.41302855778699527
103,-0.13537345946107246,-0.20369430933126434,-0.3710871057264778,-0.41866849691146185
104,-0.1672286711825967,-0.22362806242726266,-0.3840529975232013,-0.42866521440720956
105,-0.07951120527587956,-0.21148279669362297,-0.3655068484975082,-0.4233833666557249
106,-0.3151054877502909,-0.07724329324699351,-0.41544567455462383,-0.47932022321028905
107,-0.15532213303094503,-0.15330786905792124,-0.3626719584614007,-0.42820267971710774
108,-0.11970696189310971,-0.04801408492733729,-0.3739219957625854,-0.41563964071498904
109,0.009295455223657902,0.02990062964399749,-0.3722807436364179,-0.4158037659276058
110,-0.1236907284175345,-0.06042791919071349,-0.37808480797350114,-0.4276357017098863
111,-0.10342872489630268,0.03594342156306884,-0.3576586792396526,-0.3889469129539554
112,0.045552206738085986,-0.23223717585270506,-0.33263704455253496,-0.392856077109009
113,0.02021724209960908,-0.004670108322640326,-0.3780102056041299,-0.44042254782011864
114,-0.25326012354152366,0.02628987496642893,-0.39199068962430234,-0.4563874548655664
115,0.012458595684998953,-0.05014771269135507,-0.3753842022022619,-0.41067112291486374
116,-0.08923935424189071,-0.09632657933215957,-0.3568529736504431,-0.4067768792336844
117,-0.20682760884485688,-0.184775148458715,-0.3695950583390528,-0.4092984393184327
118,-0.07005162483960489,-0.09932559458088387,-0.36543224612813696,-0.419041508758318
119,-0.21627226880725728,-0.2905016263316523,-0.3825907910835248,-0.4282922025603533
120,-0.03777863984960162,-0.12689863030049833,-0.349631464295306,-0.39822744770373897
121,-0.2041419235474918,-0.08797111396257944,-0.3847691802691653,-0.4352153024380054
122,-0.03125839276655426,-0.13662677926650948,-0.34351407000686335,-0.4003461549938826
123,-0.11775237981558292,0.09926591268538687,-0.37356390438960335,-0.42639730237832346
124,-0.0678583151800901,-0.1421921160216048,-0.3744889737698069,-0.4323356509802751
125,0.07606457581092774,-0.22186744651010112,-0.3200143236549192,-0.37093790098773527
126,0.01769568201486079,-0.1942794903166124,-0.33118975858673266,-0.36467130196055025
127,-0.0490585180985348,-0.24459132822058427,-0.3518247739548207,-0.40149503148219984
128,-0.07518426785234698,-0.30752588702217176,-0.352615559070156,-0.4087613022589597
129,-0.031034585658440507,-0.03260123541523678,-0.34518516308077934,-0.4055384799021216
130,-0.13726835964310224,-0.17082450538629104,-0.39025991465488935,-0.441989197576915
131,-0.15497896213183726,-0.1250484915400913,-0.3842171227358181,-0.44821103518247735
132,-0.006833577034406612,-0.18950493867685234,-0.3690579212795797,-0.4262779385873295
133,-0.014443018710274239,0.010668138820088923,-0.38955865238279963,-0.42774014502700597
134,0.042583032437110195,0.1533227895317955,-0.38088985706186024,-0.4183402464862283
135,-0.23134194742025002,-0.13631344931515021,-0.37726418191041744,-0.4357225985497299
136,-0.13820834949718003,-0.03861418638655963,-0.37220614126704665,-0.43297723135686783
137,-0.07482617647936497,-0.10196651845662616,-0.33993315627704335,-0.40310644266061885
138,-0.23393810987436955,-0.07819820357494553,-0.3896332547521708,-0.4470472382202858
139,-0.11188863358300259,-0.16898928709975825,-0.3846647369520455,-0.42374145802870694
140,0.03692817283876935,-0.13622392647190473,-0.34581182298349794,-0.38923040195756614
141,-0.18332786249291272,-0.12093044075079822,-0.3580764525081316,-0.41253618214914506
142,0.006385962818179105,-0.13028557786995312,-0.3721763003192981,-0.43570767807585564
143,-0.09196980096087849,-0.3083017516636328,-0.36787920384351397,-0.4095968487959177
144,-0.16533377100056695,0.03774879890185312,-0.3842320432096923,-0.44140729909581916
145,0.03855450449106263,-0.06512786846110231,-0.3606576944883769,-0.4056727641669899
146,-0.12855480290054008,-0.3393363373220733,-0.3440810480140849,-0.40943272358330096
147,-0.08119721882366983,-0.1705111754349318,-0.3570021783891856,-0.413133001104115
148,-0.1598579570887171,-0.1033690430008057,-0.37641371489958514,-0.42575572200173073
149,0.09122377726716599,-0.13353824117453966,-0.3248933186117991,-0.36556653039300524
150,-0.07273731013696995,-0.23268479006893256,-0.3398585539076721,-0.3954373190892542
151,-0.2497388917072006,-0.3868878875593088,-0.35837486198561663,-0.39910775566231976
152,-0.2086180657097669,-0.09046283309957921,-0.40637402643907966,-0.43190295723792177
153,0.04237414580287069,-0.29943899018232817,-0.3495121005043119,-0.399242039927188
154,-0.08776222732833994,-0.2713437378771149,-0.35907612425770635,-0.3789800364059562
155,0.08462892781474739,-0.08428575691563962,-0.3442004118050789,-0.4061502193309659
156,-0.1254961057563188,-0.017248067798633283,-0.35380919698009605,-0.41043239533287573
157,-0.1878636865506848,-0.10545790934320072,-0.38072573184924347,-0.4390498642236877
158,0.03959893766226015,-0.1749127152278356,-0.3435886723762346,-0.3993912446659305
159,0.016099191310316015,-0.05989078213124048,-0.3404852138103906,-0.3886783444242189
160,0.029303810689027474,-0.0399421085613679,-0.33970934916892953,-0.38088985706186024
161,-0.14704127003073614,-0.1241234221598878,-0.38454537316105153,-0.42381606039807823
162,-0.051669601026528594,-0.20793172391155143,-0.3503028856196472,-0.4041061144101936
163,-0.2032616155889111,0.025021634687117662,-0.39866014144609224,-0.4618632687774163
164,-0.23595237384739337,0.0029094924054787977,-0.4093730416878039,-0.47523201336874454
165,-0.17325654262779383,-0.19521948017069018,-0.39033451702426064,-0.44510757661663325
166,-0.037972606009966874,-0.13219539852585716,-0.3496762257169287,-0.37944257109605795
167,-0.12146757781027123,-0.2417564381844767,-0.368476022798484,-0.43458864253528684
168,-0.040807496046074414,-0.10172779087463817,-0.3503178060935215,-0.40380770493270857
169,-0.31896989048372176,-0.08707588553012442,-0.4012264629524633,-0.4665781385216793
170,-0.08707588553012442,-0.20373907075288708,-0.3788606726149622,-0.443719972546328
171,-0.15817194354092684,-0.06899227119453313,-0.3976157082748948,-0.4378562263137476
172,-0.0699621019963594,-0.1916534869147444,-0.3741607233445734,-0.42963504520903584
173,0.06532183462146757,0.0550565485959834,-0.37859210408522564,-0.4189221449673241
174,0.12125869117603173,-0.14528065411357463,-0.32044701739727244,-0.37450389424368113
175,0.1222583629256065,-0.1380591447584375,-0.32365491928023626,-0.36168720718570024
176,-0.17188385903136283,-0.10624869445853599,-0.38654471666020107,-0.43705052072453815
177,-0.3598370684252931,-0.06885798692966488,-0.4541493837844289,-0.4822893975112649
178,-0.16731819402584225,-0.10318999731431469,-0.37969621915192014,-0.42307003670436566
179,-0.12598848139416907,-0.14689206529199367,-0.3617319686073229,-0.4090298707886962
180,-0.11731968607322968,-0.24177135865835095,-0.34918385007907843,-0.39601921757034997
181,-0.013846199755304227,-0.04317985139208021,-0.3630598907821312,-0.40142042911282855
182,0.0183521828653278,-0.1093969144460028,-0.36547700754975976,-0.4263674614305749
183,-0.12719703977798333,-0.0701411476828504,-0.34637880099071944,-0.4006744054191161
184,-0.1186625287219122,-0.1620214258004834,-0.37444421234818415,-0.41422219569693525
185,-0.1508310703947957,0.012503357106621704,-0.37278803974814234,-0.4312762973352033
186,-0.07512458595684998,-0.2667631523977201,-0.35862851004147883,-0.4080152785652472
187,0.01659156694816627,-0.1713765629196383,-0.3490495658142102,-0.40286771507863084
188,-0.13156873862313864,0.027229864820506693,-0.3812777893825907,-0.4169974038375458
189,0.1154247858911999,-0.02503655516099191,-0.33287577213452296,-0.3904240398675061
190,-0.1038464981647817,-0.25493121661543966,-0.34819909880337796,-0.41219301125003727
191,-0.005117722538867833,-0.20605174420339586,-0.3503178060935215,-0.39533287577213444
192,-0.12668974366625882,-0.2941123810092208,-0.35318253707737757,-0.4027781922353853
193,-0.11211244069111635,-0.10289158783682968,-0.37604070305272896,-0.4187430992808331
194,-0.0862701799409149,0.1442959028378741,-0.3778460803915132,-0.43545403001999333
195,-0.184178329503745,0.08410671122914862,-0.3803676404762614,-0.43828892005610093
196,-0.1735997135269016,-0.09587896511593205,-0.3723702664796633,-0.42239861538002443
197,-0.17188385903136283,-0.19250395392557665,-0.3986153800244695,-0.43088836501447275
198,-0.16103667452478287,-0.23496762257169285,-0.3702814001372683,-0.44465996240040573
199,-0.10609948971979348,-0.16636328369789022,-0.3408731461311211,-0.3722807436364179
200,-0.0700814657873534,-0.2240607561696159,-0.3305630986840142,-0.38481394169078803
201,-0.08673271463101667,-0.2057085733042881,-0.368714750380472,-0.39621318373071523
202,-0.10136969950165614,-0.17303273551968007,-0.3518695353764435,-0.4126107845185163
203,-0.12500373011846855,-0.3283399480767508,-0.3557488585837486,-0.42280146817462916
204,-0.12188535107875025,-0.17346542926203334,-0.3763540330040882,-0.42618841574408395
205,0.04541792247321774,-0.17289845125481182,-0.3520635015368087,-0.39900331234520003
206,-0.10827787890543401,-0.19062397421742114,-0.38518695353764426,-0.44127301483095094
207,-0.023499746351944135,-0.3875593088836501,-0.34557309540150993,-0.39886902808033176
208,-0.05222165855987585,-0.244218316373728,-0.35269016143952725,-0.3924681447882784
209,-0.00552057533347259,-0.21506371042344302,-0.36301512936050845,-0.4107158843364865
210,-0.08077944555519083,-0.12281042045895377,-0.35906120378383216,-0.42441287935304817
211,-0.08952284324550147,-0.026110829279937926,-0.381531437438453,-0.4346334039569096
212,-0.045492524842589,-0.34540897018889316,-0.3364119244427202,-0.398585539076721
213,-0.07552743875145473,-0.11824475545343319,-0.35176509205932377,-0.41104413476171997
214,-0.1509504341857897,-0.1497866372235982,-0.3745635761391782,-0.4324848557190175
215,-0.1956521739130434,-0.2021724209960908,-0.4142520366446838,-0.4577750589358717
216,-0.11200799737399657,-0.2175852705081913,-0.3881561278386201,-0.43558831428486167
217,-0.009384978066903402,-0.11566351347318789,-0.38045716331950696,-0.4270687237026648
218,-0.13283697890244994,-0.10938199397212854,-0.37936796872668677,-0.4320372415027901
219,-0.12100504312016948,-0.13652233594938976,-0.3648055862254185,-0.4159678911402226
220,-0.004043448419921816,-0.10250365551609919,-0.34852734922861145,-0.3960341380442242
221,-0.05498194622661214,0.004073289367670317,-0.3760705440004774,-0.42606905195309
222,-0.07233445734236517,-0.2652711050102951,-0.35374951508459906,-0.3890811972188236
223,0.029139685476410725,-0.12494404822297155,-0.34954194145206047,-0.40717973202828917
224,-0.16972039031959651,-0.17894124317388316,-0.35427173167019776,-0.42638238190444927
225,-0.17823998090179344,-0.03449613559726657,-0.382426665870908,-0.43357405031183777
226,-0.09538658947808182,-0.12475008206260628,-0.3701023544507773,-0.41574408403210883
227,-0.10751693473784725,-0.06627674494941958,-0.3895288114350511,-0.4404971501894899
228,-0.042448748172241944,-0.1731819402584226,-0.3379934946733908,-0.4067768792336844
229,0.11421622750738562,0.011518605830921187,-0.34337978574199507,-0.40495658142102586
230,-0.05847333711318671,0.14893617021276595,-0.3883650144728596,-0.42138402315657536
231,-0.12843543910954608,-0.0483423353525708,-0.3808450956402375,-0.4303213870072513
232,-0.03163140461341052,-0.06491898182686281,-0.38145683506908173,-0.4266211094864373
233,0.06314344543582703,-0.15924621765987287,-0.34540897018889316,-0.4127003073617618
234,-0.023768314881680637,-0.019709945987884572,-0.34646832383396486,-0.39472113634329015
235,-0.3079735012383993,-0.18520784220106828,-0.4178926322700008,-0.46410133985855384
236,-0.30203515263644765,-0.244695771537704,-0.40394198919757685,-0.45702903524215927
237,-0.10362269105666795,-0.3880666049953746,-0.34614007340873143,-0.41183491987705517
238,-0.16881024141326728,-0.022992450240219623,-0.38596281817910527,-0.44621169168332775
239,-0.07026051147384439,-0.13352332070066544,-0.36449225627405923,-0.3946316135000447
240,-0.19453313837247468,-0.22128554802900538,-0.38275491629614156,-0.43899018232819065
241,-0.07825788547044253,-0.19954641759422279,-0.36470114290829864,-0.4154605950284981
242,-0.04085225746769716,-0.10365253200441644,-0.38479902121691384,-0.44489868998239374
243,-0.1254662648085703,-0.19690549371848046,-0.39660111605144577,-0.43963176270478344
244,-0.06354629823043179,-0.14560890453880812,-0.3488705201277192,-0.40249470323177455
245,-0.2518277580495956,-0.035958342036943085,-0.40061472352361904,-0.444734564769777
246,0.04758139118498403,-0.20461937871146785,-0.34851242875473726,-0.40247978275790036
247,-0.1887738354570141,0.14128196711527555,-0.40743338008415136,-0.4652502163468711
248,-0.19512995732744468,-0.0091462504849154,-0.3902897556026379,-0.4656829100892244
249,0.07606457581092774,-0.1831935782280445,-0.33850079078511525,-0.39313956611261974
250,-0.12422786547700752,-0.2219420488794724,-0.3689087165408373,-0.42301035480886867
251,-0.12425770642475603,0.004043448419921816,-0.39940616513980476,-0.44850944465996234
252,-0.3611799110739757,-0.16972039031959651,-0.3968249231595595,-0.4498970487302676
253,-0.19247411297782813,-0.1503834561785682,-0.37726418191041744,-0.4320969233982871
254,-0.001521888335173525,-0.1894303363074811,-0.34030616812389963,-0.3894094476440571
255,-0.10527886365670971,-0.27443227596908476,-0.3475276774790367,-0.3901853122855181
256,-0.08380830175166362,-0.36671540688132254,-0.37095282146160957,-0.4279490316612455
257,-0.02815493420071021,-0.09567007848169257,-0.39006594849452414,-0.4422577661066514
258,-0.289770523111814,-0.059577452179881224,-0.41483393512577954,-0.47491868341738525
259,-0.08152546924890333,-0.1741368505863746,-0.355898063322491,-0.4079705171436245
260,-0.07133478559279041,-0.016173793679687264,-0.34415565038345614,-0.40391214824982835
261,-0.09067171973381873,-0.076556951448778,-0.39258750857927244,-0.4365879860344364
262,-0.1037868162692847,-0.23383366655724983,-0.3738473933932141,-0.4330070723046163
263,-0.11339560144430184,-0.13219539852585716,-0.37266867595714837,-0.42321924144310813
264,0.0006266599027185102,-0.04843185819581629,-0.3414550446122169,-0.4007191668407388
265,-0.12774909731133058,-0.17009340216645277,-0.380337799528513,-0.41711676762853983
266,-0.1653785324221897,-0.04901375667691205,-0.398764584763212,-0.444436155292292
267,-0.17513652233594934,-0.258586732714631,-0.357330428814419,-0.39809316343887075
268,-0.006938020351526363,-0.11878189251290619,-0.35383903792784455,-0.3902151532332666
269,-0.1144549550893736,-0.2895019545820775,-0.35078034078362325,-0.4163707439348273
270,0.005087881591119333,-0.20229178478708484,-0.35558473337113183,-0.39910775566231976
271,0.010369729342603919,-0.1409984781116648,-0.33685953865894774,-0.3843066455790635
272,-0.05914475843752797,0.03570469398108084,-0.3899465847035301,-0.4343946763749216
273,-0.09159678911402225,-0.1664528065411357,-0.3394258601653188,-0.3924084628927815
274,-0.07469189221449672,-0.0003431708991077556,-0.38955865238279963,-0.43515562054250834
275,-0.10712900241711674,-0.23757870549968663,-0.35264540001790456,-0.4100743039598937
276,0.03495867028736832,-0.23471397451583056,-0.3304138939452717,-0.3867386828205664
277,-0.2623616126048163,-0.08295783474083135,-0.36775984005252005,-0.43142550207394587
278,-0.2891289427352212,-0.21190056996210196,-0.39742174211452946,-0.45091164095371666
279,-0.22276267494255614,-0.2852645400017904,-0.3616722867118259,-0.4244427203007967
280,-0.14563874548655664,-0.23196860732296853,-0.37798036465638135,-0.41853421264659363
281,-0.1417743427531258,-0.20766315538181487,-0.34332010384649814,-0.4037331025633374
282,0.038435140700068635,-0.0707678075855689,-0.32614663841723607,-0.38362030378084805
283,-0.1775834800513264,-0.30372116618423795,-0.3771895795410462,-0.4197427710304079
284,-0.24078660738265045,-0.24579988660439853,-0.3828145981916385,-0.43872161379845415
285,-0.17439049864223685,-0.1682283429321715,-0.36974426307779523,-0.4235176509205932
286,-0.09658022738802183,0.05962221360150397,-0.38420220226194374,-0.4343648354271731
287,-0.1037868162692847,-0.288815612783862,-0.36579033750111895,-0.4252036644683835
288,-0.13085255587717465,-0.12131837307152872,-0.38993166422965586,-0.43833368147772367
289,0.023693712512309388,-0.18422309092536776,-0.3692220464921965,-0.4215929097908149
290,-0.017471874906747037,-0.34230551162304906,-0.3389334845274686,-0.3967204798424397
291,-0.15009996717495744,0.021619766643788604,-0.4091193936319417,-0.47075587120646945
292,-0.08561367909044791,0.02370863298618364,-0.35737519023604186,-0.42548715347199423
293,-0.15490435976246603,-0.03901703918116439,-0.37160932231207655,-0.41544567455462383
294,-0.10208588224762016,-0.31119632359523736,-0.3589567604667124,-0.40173375906418785
295,-0.06327772970069528,-0.18765479991644532,-0.3144042254782012,-0.3669093730416878
296,-0.1010862104980454,-0.2451881471755543,-0.37235534600578907,-0.4163110620393304
297,0.02927396974127898,-0.1470860314523589,-0.3520635015368087,-0.39425860165318843
298,-0.1039957029035242,-0.19877055295276175,-0.3547491868341738,-0.4052848318462594
299,0.06951448778013189,-0.10569663692518873,-0.3543910954611918,-0.3982125272298647
300,-0.022276267494255615,-0.07504998358747872,-0.33845602936349256,-0.3973172987974098
301,-0.21124406911163496,-0.16391632598251318,-0.3664617588254603,-0.41628122109158183
302,-0.2354301572617946,-0.0802124675479693,-0.4099549401688998,-0.4762615260660678
303,0.153651039957029,-0.07345349288293394,-0.332696726448032,-0.367700158157023
304,-0.1172450837038584,-0.22905911491748976,-0.3460207096177374,-0.4049715018949001
305,-0.0032079018829638027,-0.07998866043985556,-0.366864611620065,-0.41208856793291754
306,-0.020097878308615078,-0.062367580794366016,-0.35459998209543137,-0.4078063919310077
307,-0.24593417086926678,-0.08533019008683715,-0.36238846945778996,-0.43833368147772367
308,-0.11781206171107993,-0.14523589269195186,-0.37724926143654325,-0.4324251738235205
309,-0.2065291993673719,-0.11478320551460712,-0.39745158306227796,-0.4547163617916504
310,-0.042075736325385686,0.12737608546447432,-0.3728924830652622,-0.40673211781206164
311,-0.1443555847333711,-0.34554325445376144,-0.3914535525648294,-0.4243681179314254
312,-0.05022231506072633,-0.1636179165050282,-0.3355763779057622,-0.3959893766226014
313,-0.09362597356092028,-0.0801826266002208,-0.3716391632598251,-0.4357972009191011
314,0.07636298528841275,-0.12840559816179759,-0.34090298707886957,-0.397749992539763
315,-0.03187013219539852,-0.0887917400256632,-0.32893676703172087,-0.38657455760794956
316,-0.061696159470024756,-0.27109008982125266,-0.369848706394915,-0.41841484885559954
317,-0.034108203276536055,-0.25801975470740945,-0.36300020888663426,-0.4203992718808749
318,-0.1772253886783444,-0.16003700277520813,-0.37102742383098086,-0.42738205365402393
319,-0.04112082599743368,-0.2508877681955179,-0.33444242189131923,-0.40358389782459486
320,-0.011264957775058934,0.019993434991495324,-0.34576706156187514,-0.4087911432067082
321,-0.18299961206767923,-0.04610426427143326,-0.40037599594163104,-0.45455223657903365
322,0.14437050520724534,0.1513682074542687,-0.3552117215242755,-0.4050908656858941
323,-0.2559159678911402,-0.12260153382471424,-0.38048700426725546,-0.4428993464832442
324,0.01947121840589657,-0.16449822446360896,-0.3581361344036286,-0.4153412312375041
325,0.1218405896571275,-0.10593536450717674,-0.34449882128256387,-0.4033899316642296
326,-0.22009191011906537,-0.20524603861418636,-0.35649488227746107,-0.43984064933902295
327,-0.10978484676673331,-0.10095192623317714,-0.3730566082778788,-0.411760317507684
328,0.003834561785682313,-0.123362477992301,-0.3423651935185461,-0.39557160335412245
329,-0.19289188624630715,-0.11645429858852316,-0.37198233415893284,-0.42254782011876696
330,0.04589537763719375,-0.19533884396168416,-0.3152845334367819,-0.3579570887171376
331,0.030258721016979497,-0.08949300229775296,-0.34937781623944375,-0.40477753573453484
332,0.017382352063501534,-0.1162603324281579,-0.37317597206887276,-0.4071200501327922
333,0.03331741816120079,0.12754021067709106,-0.38370982662409353,-0.4310674107009638
334,-0.042210020590253944,0.008101817313717884,-0.36134403628659245,-0.4180865984303661
