iteration,rho_inner,rho_annulus,rho_bgsub,rho_delta
335,-0.17127211960251854,-0.14011817015308403,-0.3778610008653874,-0.4213392617349527
336,0.0614425114141625,0.04047924562084091,-0.3452896063978992,-0.3907373698188654
337,-0.15048789949568794,-0.07657187192265225,-0.39863030049834375,-0.4465847035301841
338,-0.07782519172808927,-0.1971889827220912,-0.3635970278416042,-0.3977201515920145
339,0.013637313121064724,-0.005416132016352838,-0.33845602936349256,-0.4039718301453254
340,-0.10584584166393123,-0.32653457073796655,-0.3775775118617766,-0.4303213870072513
341,-0.12449643400674405,-0.16112619736802836,-0.36573065560562196,-0.4182358031691086
342,-0.19886007579600726,-0.11606636626779265,-0.39578048998836196,-0.43099280833159254
343,-0.1225567724030915,-0.06857449792605412,-0.40142042911282855,-0.4677270150099967
344,0.008594192951568139,-0.20973710125033568,-0.3452896063978992,-0.3909910178747277
345,-0.12956939512398913,-0.15826146638417235,-0.37483214466891457,-0.4249500164125212
346,0.04846169914356479,-0.08956760466712423,-0.3767419653248187,-0.4247858911999045
347,-0.20996090835844944,-0.1894004953597326,-0.39557160335412245,-0.45508937363850677
348,-0.23875742293575242,-0.08434543881113662,-0.41398346811494724,-0.47248664617588254
349,0.042941123810092206,-0.26818059741577394,-0.3272059920623079,-0.3746978604040464
350,-0.19238459013458264,-0.26636029960311536,-0.3902748351287636,-0.44983736683477066
351,-0.17938885739011068,-0.20978186267195845,-0.3916773596729432,-0.44542090656799255
352,0.011190355405687684,-0.10654710393602099,-0.3379188923040195,-0.3942138402315657
353,-0.19069857658679235,-0.07618393960192174,-0.37798036465638135,-0.4271731670197845
354,-0.12934558801587537,0.025887022171824176,-0.369908388290412,-0.4284264868252215
355,-0.039255766763152386,-0.2140789591477425,-0.3541225269314553,-0.40643370833457665
356,-0.022649279341111873,0.00844498821282564,-0.3672525439407955,-0.40139058816508005
357,-0.16342395034466292,-0.12458595684998953,-0.3759362597356091,-0.429590283787413
358,-0.13978991972785051,-0.09878845752141087,-0.3861866252872191,-0.42902330578019154
359,-0.07954104622362804,-0.28627913222523943,-0.3590015218883352,-0.41468473038703696
360,-0.09468532720599206,-0.09595356748530331,-0.3813225508042135,-0.4348572110650234
361,-0.24281579182954846,-0.23020799140580703,-0.3766972039031959,-0.43776670347050217
362,-0.08628510041478916,-0.14368416340902984,-0.38463489600429707,-0.42666587090806
363,0.00799737399659813,-0.37160932231207655,-0.3185819581629912,-0.3772940228581658
364,-0.30618304437348925,-0.04383635224254722,-0.3934827370117275,-0.44595804362746555
365,-0.1004893915430754,-0.24496434006744053,-0.351362239264719,-0.4073587777147802
366,-0.05904031512040822,-0.21692876965772429,-0.34103727134373785,-0.38296380293038107
367,-0.11385813613440363,-0.31495628301154843,-0.37711497717167486,-0.4283817254035988
368,-0.14493748321446687,-0.11715556086061292,-0.3960639789919727,-0.46263913341887736
369,-0.14389305004326935,-0.18489451224970901,-0.3813971531735847,-0.4315299453910656
370,-0.31980543702067976,-0.30749604607442327,-0.3889618334278296,-0.4317089910775566
371,-0.041165587419056425,-0.08161499209214883,-0.3529885709170123,-0.4069260839724269
372,0.03395899853779356,-0.11357464713079286,-0.3675360329444063,-0.42514398257288644
373,-0.019157888454537312,-0.229790218137328,-0.3457521410880009,-0.38823073020799137
374,-0.10857628838291902,-0.16485631583659094,-0.3432305810032526,-0.4004207573632538
375,0.03640595625317059,-0.07446808510638298,-0.3256542627793858,-0.3853063173286383
376,0.11223180448211033,0.11084420041180507,-0.35491331204679055,-0.3892900838530631
377,-0.05486258243561815,-0.20084449882128252,-0.3580316910865089,-0.4353048252812509
378,-0.0049237563785025805,-0.18032884724418846,-0.3274745605920444,-0.36382083494971795
379,-0.15320342574080148,-0.0981767180925666,-0.35886723762346684,-0.4159231297185998
380,-0.04804392587508579,-0.08415147265077137,-0.37244486884903466,-0.4091193936319417
381,-0.1434901972486646,-0.09796783145832709,-0.3404852138103906,-0.38909611769269786
382,-0.24681447882784754,-0.11585747963355314,-0.4145504461221688,-0.45446271373578817
383,-0.2784757243890066,-0.20766315538181487,-0.40759750529676814,-0.47196442959028373
384,-0.039584017188385896,0.07664647429202351,-0.3836650652024708,-0.4355733938109873
385,0.04283668049297245,-0.05441496821939064,-0.33535257079764846,-0.38708185371967413
386,-0.20624571036376113,-0.27479036734206674,-0.350168601354779,-0.4052699113723851
387,-0.0582644504789472,-0.058562859956432206,-0.3542568111963236,-0.4076870281400137
388,-0.15966399092835187,-0.025707976485333173,-0.4006445644713676,-0.4432723583301005
389,-0.19392139894363045,-0.10254841693772193,-0.3717883679985675,-0.41902658828444383
390,-0.1481603055713049,-0.31985019844230245,-0.3475724389006595,-0.413133001104115
391,-0.03654024051803885,-0.08803079585807644,-0.338127778938259,-0.37702545432842943
392,0.01536808809047775,-0.15186058309211897,-0.35212318343230575,-0.41229745456715694
393,0.0767658380830175,-0.15436722270299302,-0.36777476052639424,-0.41863865596371336
394,-0.2875473725045507,-0.20781236012055743,-0.42007102145564135,-0.4713676106353137
395,-0.24159231297185996,-0.21519799468831127,-0.4126406254662647,-0.45590999970159046
396,-0.11418638655963712,-0.3436334337978574,-0.3585986690937304,-0.39755602637939774
397,-0.09064187878607023,-0.1595297066634836,-0.3436632747456058,-0.39406463549282317
398,-0.009459580436274656,0.09652054549252483,-0.3431708991077556,-0.39305004326937415
399,-0.14972695532810118,-0.02078422010683059,-0.39242338336665566,-0.44094476440571745
400,-0.077094088508251,-0.12348184178329502,-0.37389215481483684,-0.41814628032586315
401,0.06694816627376085,0.0122944704723822,-0.3501238399331562,-0.3976157082748948
402,0.11218704306048759,-0.055534003759959406,-0.3302199277849064,-0.3648055862254185
403,0.015696338515711256,-0.05669780072215092,-0.3354271731670197,-0.3920503715197994
404,0.0485213810390618,-0.2577661066515472,-0.33857539315448654,-0.3817403240726925
405,-0.17180925666199154,-0.1595893885589806,-0.35992659126853865,-0.4047476947867863
406,-0.19982990659783353,0.006818656560532362,-0.39403479454507473,-0.44403330249768724
407,-0.18756527707319984,0.02984094774850049,-0.42304019575661717,-0.4589090149503147
408,-0.08844856912655545,-0.16272268807257317,-0.3739518367103339,-0.41346125152934854
409,-0.1471158724001074,-0.10857628838291902,-0.35610694995673053,-0.4226821043836352
410,-0.018501387604070302,-0.306287487690609,-0.3459311867744919,-0.40461341052191807
411,-0.02346990540419563,-0.40465817194354087,-0.32423681776133206,-0.35336158276386853
412,-0.13665662021425798,-0.23395303034824383,-0.3443346960699471,-0.40236041896690633
413,0.07467697174062247,-0.07864581779117304,-0.3562561546954731,-0.40747814150577416
414,-0.2520664856315836,-0.2829667870251559,-0.3841126794186983,-0.43123153591358054
415,-0.09857957088717137,0.05029691743009757,-0.36955029691743,-0.4040911939363193
416,-0.13838739518367102,-0.23283399480767505,-0.38481394169078803,-0.43048551221986797
417,-0.2405628002745367,-0.17898600459550593,-0.4009578944227268,-0.4534033600907164
418,-0.15005520575333472,-0.11731968607322968,-0.3625824356181551,-0.4166691534123123
419,-0.027110501029512693,-0.03889767539017038,-0.32986183641192435,-0.386485034764704
420,-0.01947121840589657,0.07209572976037718,-0.3318462594371997,-0.38002446957715375
421,0.08264450478947209,0.14140133090626958,-0.31995464175942223,-0.36231386708841873
422,-0.010817343558831426,-0.08215212915162184,-0.3586732714631016,-0.4213392617349527
423,-0.09498373668347705,-0.07391602757303571,-0.36687953209393925,-0.4187878607024558
424,-0.154844677866969,-0.0734087314613112,-0.40641878786070246,-0.4522246426546507
425,-0.0610844200411805,-0.2618990779147145,-0.3382023813076303,-0.4065978335471934
426,-0.12079615648592998,-0.33111515621736143,-0.4029273969741279,-0.4324699352451433
427,-0.13941690788099428,-0.15518784876607677,-0.37745814807078265,-0.4286502939333352
428,0.031810450299901524,-0.08324132374444211,-0.347781325534899,-0.4048372176300319
429,-0.2429202351466682,-0.2027692399510608,-0.40798543761749867,-0.4675479693235056
430,-0.02255975649786637,-0.13216555757810866,-0.3584047029333651,-0.4090000298409477
431,-0.08410671122914862,-0.16803437677180624,-0.36889379606696304,-0.41581868640148
432,-0.21199009280534747,-0.2133030945062815,-0.3759064187878606,-0.4154755155023723
433,-0.12655545940139057,-0.11987108710572646,-0.3254901375667691,-0.3685655456417295
434,-0.009564023753394407,0.0024618781892512902,-0.34009728148966,-0.393094804690997
435,-0.02963206111426098,0.09799767240607558,-0.3691922055444481,-0.42990361373877223
436,-0.00790785115335263,-0.1113067351019068,-0.32974247262093037,-0.3849183850079078
437,-0.2839515383008564,-0.3896481752260451,-0.3804124018978842,-0.4394079555966696
438,-0.21695861060547278,0.015696338515711256,-0.36467130196055025,-0.4218763987944256
439,0.012234788576885201,-0.29943899018232817,-0.31862671958461397,-0.38609710244397355
440,-0.03243711020262003,-0.2937244486884903,-0.35907612425770635,-0.40142042911282855
441,-0.03892751633791888,-0.1348810838232222,-0.3586881919369759,-0.4176240637402644
442,-0.12269105666795975,-0.01583062278057951,-0.40495658142102586,-0.45380621288532114
443,0.019322013667154067,0.01647220315717227,-0.3576586792396526,-0.38933484527468587
444,0.06629166542329383,0.01715854495538778,-0.3661782698218495,-0.41458028706991723
445,0.011145593984064932,0.032959326788218786,-0.36371639163259817,-0.4023305780191578
446,-0.27820715585927003,-0.38969293664766785,-0.3863209095520873,-0.4358718032884724
447,-0.0641729581331503,-0.034466294649518066,-0.36446241532631074,-0.4248157321476529
448,-0.24468085106382975,-0.25066396108740413,-0.3558234609531198,-0.397869356330757
449,-0.09290979081495628,0.0019545820775267817,-0.36661096356420275,-0.42626301811345524
450,-0.1794933007072304,-0.34460326459968366,-0.3542120497747008,-0.3982125272298647
451,-0.1434006744054191,-0.3110023574348721,-0.35537584673689226,-0.4110292142878457
452,-0.024887350422249408,-0.016725851213034524,-0.33259228313091216,-0.40450896720479834
453,-0.21765987287756255,-0.3461699143564799,-0.38912595864044636,-0.44064635492823245
454,-0.08019754707409506,-0.1664528065411357,-0.33311449971651097,-0.4002417116767628
455,-0.0671421324341261,-0.18923637014711586,-0.353451105607114,-0.4101190653815164
456,-0.13073319208618064,-0.04056876846408641,-0.3716391632598251,-0.4179373936916235
457,-0.2577661066515472,-0.20306764942854585,-0.3710871057264778,-0.41831040553847987
458,0.0008653874847065142,0.01172749246516069,-0.3600161141117841,-0.41644534630419855
459,-0.006967861299274864,-0.021560084748291602,-0.3981826862821162,-0.45344812151233915
460,-0.15087583181641845,-0.008683715794813642,-0.38009907194652504,-0.43249977619289187
461,-0.15723195368684906,-0.17394288442600936,-0.3776222732833994,-0.4352600638596281
462,-0.21610814359464053,-0.07264778729372444,-0.3950195458207752,-0.45595476112321326
463,-0.13602996031153947,0.05002834890036107,-0.37442929187430984,-0.4203843514070006
464,-0.17994091492345793,-0.17682253588373964,-0.3648503476470412,-0.39870490286771504
465,-0.10583092119005698,0.08340544895705886,-0.4181910417474859,-0.4806929068067201
466,0.020008355465369575,-0.23431112172122584,-0.33359195488048693,-0.3777714780221419
467,0.000492375637850258,-0.27140341977261195,-0.34469278744292914,-0.39949568798305035
468,-0.16030557130494463,-0.3119871087105726,-0.35437617498731755,-0.41098445286622304
469,-0.11948315478499595,-0.0734982543045567,-0.38359046283309955,-0.42363701471158716
470,-0.09180567574826173,-0.37653307869057917,-0.40061472352361904,-0.4453761451463698
471,-0.18514816030557127,-0.07924263674614306,-0.3864253528692071,-0.4327832651965026
472,-0.05880158753842022,-0.12312375041031302,-0.3599415117424129,-0.41896690638894685
473,-0.17688221777923663,-0.31501596490704536,-0.37798036465638135,-0.43072423980185603
474,-0.243024678463788,-0.1911909522246426,-0.3805317656888782,-0.4115663513473187
475,0.05332577362657037,-0.26172003222822354,-0.308137626451016,-0.36996807018590905
476,0.0008653874847065142,-0.3487362358628509,-0.3160902390259915,-0.3816358807555727
477,-0.038957357285667384,-0.06466533377100056,-0.3420071021455641,-0.39151323446032643
478,-0.1036972934260392,-0.0911939363194175,-0.37545880457163305,-0.40717973202828917
479,-0.2416072334457342,-0.31045029990152484,-0.4030616812389961,-0.440974605353466
480,-0.18507355793620003,-0.2748351287636895,-0.37747306854465695,-0.43934827370117263
481,-0.24354689504938673,-0.5231714959267105,-0.3683268180597415,-0.42199576258541965
482,-0.03403360090716481,-0.29649965682910084,-0.33172689564620567,-0.40080868968398436
483,0.0460595028498105,-0.0889111038166572,-0.3584345438811137,-0.4049864223687744
484,-0.21979350064158035,-0.04352302229118796,-0.40010742741189453,-0.44771865954462714
485,-0.2412939034943749,-0.26142162275073855,-0.3933484527468592,-0.4382143176867297
486,-0.08777714780221418,-0.11993076900122346,-0.3577183611351496,-0.39830205007311026
487,-0.15068186565605324,-0.34434961654382135,-0.35234699054041946,-0.41265554594013903
488,-0.027886365670973707,-0.08467368923637013,-0.3443346960699471,-0.40656799259944487
489,0.006938020351526363,-0.21746590671719732,-0.3083017516636328,-0.3819342902330578
490,-0.09738593297723135,-0.05666795977440243,-0.3968995255289307,-0.42650174569544325
491,-0.19372743278326515,-0.2568261167974695,-0.37748798901853114,-0.41657963056906677
492,-0.17252543940795553,-0.12379517173465429,-0.3993315627704336,-0.4672644803198948
493,0.018068693861717045,-0.13264301274208468,-0.3600608755334068,-0.4124615797797737
494,-0.029572379218763985,-0.1596192295067291,-0.35577869953149704,-0.41144698755632475
495,-0.02224642654650711,-0.00011936379099400195,-0.3698188654471666,-0.41735549521052784
496,-0.055847333711318656,-0.30594431679150125,-0.33857539315448654,-0.378726388350094
497,-0.02925904926740473,0.10101160812867414,-0.3810241413267285,-0.428516009668467
498,-0.05117722538867833,-0.1899376324192056,-0.3711169466742263,-0.44125809435707675
499,-0.2366983975411059,-0.16516964578795018,-0.40389722777595416,-0.44824087613022584
500,0.0034764704127003064,0.027975888514219206,-0.3545701411476828,-0.41492345796902497
501,-0.04323953328757721,0.0013876040703052729,-0.32628092268210435,-0.36740174867953806
502,0.1644236220942377,-0.08947808182387872,-0.3173584793053027,-0.3644176539046879
503,-0.25237981558294287,-0.3246993524514338,-0.3673569872579153,-0.41577392497985727
504,-0.09149234579690248,-0.05398227447703738,-0.3761153054221002,-0.41899674733669534
505,-0.2428307123034227,-0.1446838351586046,-0.41381934290233047,-0.4668765479991644
506,0.02915460595028498,-0.36231386708841873,-0.3492882933961982,-0.3901107099161469
507,-0.024394974784399146,-0.06320312733132404,-0.35066097699262927,-0.4219062397421741
508,0.008236101578586135,-0.12762973352033657,-0.34663244904658164,-0.39337829369460775
509,0.06524723225209632,-0.1298081227059771,-0.3511981140521022,-0.3954820805108769
510,0.009608785175017159,-0.1840888066604995,-0.32402793112709255,-0.37790576228701017
511,-0.24890334517024254,-0.09672943212676434,-0.37962161678254897,-0.4388260571155739
512,-0.051908328608516595,-0.12762973352033657,-0.36241831040553835,-0.4248604935692757
513,-0.13423950344662944,-0.1352988570917012,-0.36695413446331054,-0.41759422279251585
514,-0.11309719196681683,-0.06882814598191637,-0.3466921309420787,-0.39846617528572703
515,-0.17762824147294917,-0.21309420787204197,-0.3926322700008952,-0.4544477932619139
516,-0.1764495240368834,0.0022977529766345377,-0.37332517680761534,-0.41410283190594127
517,-0.22902927396974124,-0.17088418728178806,-0.37181820894631606,-0.42356241234221587
518,-0.14081943242517378,-0.05654859598340842,-0.3605681716451314,-0.41626630061770753
519,-0.33736683477067225,-0.3965712751036973,-0.3681626928471248,-0.4223389334845274
520,0.07918295485064604,-0.016129032258064516,-0.37049028677150786,-0.4126853868878875
521,-0.062337739846617515,-0.13968547641073079,-0.35189937632419194,-0.40224105517591235
522,-0.01457730297514249,-0.16913849183850077,-0.3600011936379099,-0.4058518098534809
523,0.055936856554564166,-0.08388290412103487,-0.3454984930321386,-0.3974068216406552
524,-0.005371370594730088,-0.2087672704485094,-0.34457342365193516,-0.39575064904061347
525,-0.09535674853033331,-0.17931425502073942,-0.38660439855569806,-0.4304407507982453
526,-0.16278236996807016,-0.17415177106024884,-0.35886723762346684,-0.42656142759094023
527,0.012950971322849211,0.01660648742204052,-0.37175852705081913,-0.4302617051117543
528,-0.14835427173167018,-0.10982960818835605,-0.35081018173137174,-0.4049416609471516
529,-0.26762853988242663,-0.18382023813076304,-0.37772671660051915,-0.43899018232819065
530,0.011921458625525946,-0.05144579391841484,-0.3712661514129688,-0.4124466593058995
531,0.019292172719405566,-0.12452627495449255,-0.3575542359225328,-0.40346453403360083
532,0.038912595864044636,0.08137626451016083,-0.34518516308077934,-0.3927367133180149
533,-0.026901614395273186,0.06377010533854553,-0.36908776222732825,-0.40115186058309205
534,0.09962400405836888,0.02014263973023783,-0.34139536271671983,-0.40061472352361904
535,-0.08313688042732235,-0.22125570708125689,-0.3629852884127599,-0.4218763987944256
536,-0.27025454328429466,-0.17088418728178806,-0.3798155829429143,-0.4321118438721613
537,0.12307898898869024,0.0122646295246337,-0.34161916982483354,-0.3902897556026379
538,-0.18875891498313982,-0.15988779803646563,-0.36543224612813696,-0.41278983020500726
539,0.06796275849720987,-0.08477813255348988,-0.33356211393273844,-0.38069589090149497
540,-0.027856524723225206,-0.0950284981050998,-0.3347706723165527,-0.39613858136134394
541,-0.009325296171406403,-0.1650801229447047,-0.35603234758735935,-0.41092477097072594
542,-0.11505177404434362,-0.1352690161439527,-0.36444749485243644,-0.4218763987944256
543,-0.13376204828265345,-0.19445853600310345,-0.3472740294231744,-0.39843633433797854
544,0.18237295216496074,-0.09223836949061502,-0.3125988481394169,-0.3769806929068067
545,-0.13150905672764165,-0.09810211572319537,-0.3446629464951806,-0.4146101280176658
546,-0.038539584017188384,-0.12555578765181583,-0.3503028856196472,-0.3971084121631702
547,0.008236101578586135,0.017486795380621287,-0.36346274357673597,-0.41756438184476735
548,0.06636626779266508,-0.25590104741726594,-0.33001104115066693,-0.3944227268658052
549,-0.1285846438482886,-0.07381158425591595,-0.3886783444242189,-0.4268747575422995
550,0.09407358777714779,-0.1265853003491391,-0.31289725761690185,-0.3507952612574975
551,-0.30318402912476494,-0.16572170332129746,-0.3913938706693324,-0.44797230760048934
552,0.06265106979797677,-0.14116260332428154,-0.34396168422309087,-0.41290919399600123
553,0.2305213213571663,0.1672286711825967,-0.3356659007490077,-0.3795619348870519
554,-0.03801736743158962,-0.12710751693473782,-0.36720778251917274,-0.40849273372922323
555,-0.12774909731133058,-0.23628062427262686,-0.37474262182566914,-0.4296798066306585
556,-0.04206081585151144,-0.2574676971740622,-0.33690430008057054,-0.3891557995881949
557,-0.2786100086538748,-0.1322401599474799,-0.42681507564680243,-0.4888991674375578
558,-0.18962430246784637,0.05941332696726447,-0.3927516337918892,-0.44407806391931
559,-0.10918802781176327,-0.11485780788397838,-0.38494822595565625,-0.42453224314404214
560,-0.2614962251201098,0.029766345379129238,-0.4030019993434991,-0.4645787950225299
561,-0.15330786905792124,-0.14117752379815582,-0.3733699382292381,-0.43899018232819065
562,-0.08264450478947209,-0.09681895497000984,-0.3884246963683566,-0.42163767121243767
563,-0.3047208379338127,-0.29778281758228636,-0.3856793291754945,-0.4374086120975201
564,-0.035316761660350325,-0.03473486317925457,-0.3517352511115753,-0.4062397421742114
565,-0.29032258064516125,-0.0242606905195309,-0.3742204052400704,-0.4332756408343528
566,0.008131658261466383,-0.15717227179135207,-0.318208946316135,-0.36829697711199305
567,0.02845334367819521,-0.2596311658858285,-0.3227746113216556,-0.37883083166721365
568,-0.12143773686252274,0.04553728626421174,-0.3656560532362507,-0.410327952015756
569,-0.05962221360150397,-0.11327623765330785,-0.3642684491659455,-0.42144370505207235
570,-0.2806839545223956,-0.0983259228313091,-0.38339649667273423,-0.439422876070544
571,-0.11676762853988241,-0.14410193667750887,-0.3564650413297125,-0.40538927516337914
572,-0.04131479215779892,-0.24581480707827275,-0.3487362358628509,-0.40861209752021715
573,-0.16833278624929124,-0.1442660618901256,-0.3950941481901465,-0.43858732953358587
574,-0.07419951657664646,-0.16418489451224966,-0.3607770582793709,-0.4038673868282056
575,-0.1881024141326728,-0.3701023544507773,-0.38026319715914164,-0.43393214168481986
576,0.06666467727015009,-0.2720450001492047,-0.35577869953149704,-0.39971949509116406
577,-0.12506341201396554,-0.3465727671510847,-0.3540926859837068,-0.4082689266211094
578,0.1225567724030915,-0.006565008504670108,-0.325251409984781,-0.3857091701232431
579,-0.0578765181582167,8.952284324550146e-05,-0.352018740115186,-0.39613858136134394
580,-0.22932768344722626,-0.12090059980304972,-0.3834263376204828,-0.4292023514666825
581,-0.30294530154277693,-0.2581689594461519,-0.3983766524424815,-0.4417803109426755
582,-0.20966249888096442,-0.1341052191817612,-0.3769060905374354,-0.4400196950255139
583,0.018769956133806803,-0.19268299961206767,-0.38550028348900356,-0.42406970845394043
584,-0.04138939452717018,-0.11455939840649339,-0.3836501447285966,-0.44007937692101096
585,-0.21473545999820953,-0.10888961833427828,-0.40258422607502015,-0.4363343379785741
586,-0.037375787054996855,0.04307540807496046,-0.3448270717077974,-0.4115663513473187
587,0.07769090746322103,-0.10110113097191964,-0.36741666915341226,-0.43478260869565216
588,0.004908835904628331,-0.046850287965145766,-0.3767718062725672,-0.41735549521052784
589,-0.21609322312076626,-0.22379218763987938,-0.3719524932111843,-0.4217122735818089
590,0.007490077884873622,-0.2306406851481603,-0.3567485303333233,-0.40643370833457665
591,-0.12498880964459429,0.11315687386231385,-0.41443108233117476,-0.4523141654978961
592,0.000552057533347259,-0.30222911879681297,-0.3406194980752589,-0.39746650353615226
593,-0.1620512667482319,0.0614425114141625,-0.38444092984393174,-0.4338426188415743
594,-0.11711079943899015,-0.18984810957596007,-0.3724299483751603,-0.42002626003401866
595,0.058160007161827454,-0.08403210885977738,-0.35078034078362325,-0.41113365760496545
596,-0.20697681358359937,-0.14808570320193368,-0.3956312852496195,-0.4415565038345617
597,0.08747873832472917,-0.16948166273760853,-0.33769508519590574,-0.3785025812419802
598,-0.06399391244665929,0.0795559666975023,-0.3514965235295872,-0.3781743308167467
599,-0.3153292948584046,-0.23622094237712984,-0.38629106860433887,-0.4255617558413654
600,0.12354152367879202,-0.04435856882814597,-0.3184625943719972,-0.3698636268687893
601,0.026215272597057675,-0.1469965086091134,-0.3549879144161618,-0.3927068723702664
602,-0.16038017367431587,-0.3128226552475306,-0.3815761988600757,-0.44034794545074746
603,-0.1393870669332458,-0.25881053982274477,-0.3755781683626271,-0.42584524484497616
604,-0.18140312136313447,-0.499582226731521,-0.3729820059085076,-0.41775834800513256
605,-0.0792575572200173,-0.12378025126078003,-0.33862015457610933,-0.3872459789322908
606,-0.012563039002118706,-0.24013010653218342,-0.32465459102981103,-0.3801139924203992
607,0.07691504282176001,-0.05062516785533108,-0.36674524782907103,-0.4015994747993195
608,-0.1966220047148697,-0.047999164453463035,-0.3959893766226014,-0.4480469099698605
609,-0.04155351973978693,-0.14599683685953863,-0.3578377249261436,-0.41981737339977915
610,-0.14107308048103606,-0.06174092089164751,-0.35000447614216224,-0.4173256542627793
611,0.055936856554564166,-0.18211930410909846,-0.31183790397183014,-0.36041896690638886
612,0.09041807167795647,-0.21701829250096982,-0.34039569096714506,-0.37702545432842943
613,0.10896422070364951,-0.03956909671451165,-0.3349944794246665,-0.39187132583330836
614,-0.25439407955596666,0.01536808809047775,-0.41611709587896506,-0.45126973232669865
615,-0.1651099638924532,-0.011011309719196682,-0.38520187401151856,-0.4448240876130225
616,0.09413326967264479,-0.2114380352720002,-0.351660648742204,-0.40353913640297207
617,-0.19844230252752826,-0.1288532123780251,-0.38623138670884183,-0.4559249201754647
618,-0.1659753513771597,-0.03745038942436811,-0.3896034138044224,-0.4506132314762316
619,0.03131807466205126,-0.057786995314971196,-0.30994300378980033,-0.35703201933693407
620,-0.07582584822893974,0.022276267494255615,-0.38536599922413534,-0.43482737011727485
621,-0.06503834561785682,-0.04297096475784071,-0.35846438482886206,-0.4154904359762465
622,-0.0736176180955507,-0.06200948942138401,-0.38381426994121326,-0.42976932947390406
623,-0.1592312971859986,-0.0056996210199635935,-0.42669571185580846,-0.4619975530422845
624,-0.21792844140729903,-0.334606547103936,-0.38142699412133324,-0.4190862701799409
625,-0.19193697591835515,-0.1755990570260511,-0.3702515591895198,-0.42169735310793466
626,-0.21203485422697022,-0.1760019098206559,-0.3622243442451732,-0.40273343081376256
627,-0.05848825758706096,-0.21269135507743722,-0.34646832383396486,-0.3770702157500522
628,-0.1295395541762406,-0.025946704067321174,-0.39020023275939236,-0.4367670317209274
629,-0.10272746262421292,0.031407597505296765,-0.3425890006266598,-0.4052102294768882
630,0.001462206439676524,-0.11179911073975708,-0.38278475724388994,-0.42862045298558676
631,0.06487422040524006,-0.260257825788547,-0.32690758258482283,-0.3771746590671719
632,0.0025215600847482912,-0.27140341977261195,-0.3488108382322222,-0.4021216913849183
633,-0.15232311778222077,-0.17907552743875144,-0.4023454984930321,-0.45731252424576996
634,-0.06848497508280861,-0.22315060726328667,-0.33027960968040343,-0.3824565068186565
635,0.0051624839604905845,-0.1649010772582137,-0.36049356927576015,-0.4281280773477365
636,0.0854644743517054,-0.0892095132941422,-0.3249679209811703,-0.3633583002596162
637,-0.09461072483662081,-0.23262510817343554,-0.3590015218883352,-0.41052191817612116
638,0.018650592342812806,-0.2706723165527737,-0.33679985676345076,-0.36661096356420275
639,-0.13243412610784516,-0.13861120229178478,-0.35882247620184415,-0.413192682999612
640,-0.20908060039986867,-0.08910506997702246,-0.41290919399600123,-0.46016233475575175
641,-0.05059532690758258,-0.24251738235206347,-0.33744143714004354,-0.39974933603891255
642,-0.17486795380621287,-0.1466085762883829,-0.3557488585837486,-0.41565456118886324
643,-0.11578287726418189,-0.3604040464325146,-0.3578377249261436,-0.41028319059413315
644,-0.08424099549401688,-0.1321804780519829,-0.3520038196413118,-0.4051803885291396
645,-0.076079496284802,-0.26427143326072033,-0.36608874697860405,-0.4107158843364865
646,-0.18314881680642175,-0.18452150040285276,-0.3872161379845423,-0.4159231297185998
647,-0.14228163886485032,-0.061666318522276255,-0.40061472352361904,-0.43520038196413113
648,-0.21473545999820953,-0.3000805705589209,-0.3662827131389692,-0.4307690012234787
649,-0.16023096893557337,-0.015203962877860997,-0.3760257825788546,-0.4383933633732207
650,-0.1347020381367312,-0.2088866342395034,-0.36106054728298165,-0.4201605442988869
651,-0.07695980424338275,-0.1461311211244069,-0.3405896571275103,-0.4021067709110441
652,-0.004908835904628331,-0.043224612813702955,-0.35064605651875497,-0.41401330906269573
653,-0.11555907015606814,-0.2948434842290591,-0.36671540688132254,-0.41710184715466553
654,-0.03163140461341052,-0.11015785861358957,-0.36003103458565844,-0.4118946017725522
655,-0.09295455223657902,-0.138566440870162,-0.36576049655337045,-0.41947420250067136
656,0.09762466055921934,-0.21500402852794603,-0.34181313598519886,-0.38943928859180565
657,-0.016710930739160273,-0.14927934111187371,-0.36889379606696304,-0.43312643609561036
658,-0.04805884634896004,-0.25681119632359517,-0.32832502760287663,-0.40597117364447494
659,-0.0925069380203515,-0.042866521440720944,-0.3471397451583062,-0.40453880815254684
660,-0.22859658022738796,-0.2010384649816478,-0.3946316135000447,-0.4525230521321357
661,-0.38585837486198554,-0.1421771955477306,-0.3981528453343678,-0.4499567306257646
662,0.04537316105159499,-0.21398943630449702,-0.35360031034585654,-0.42641222285219765
663,-0.04999850795261257,-0.2859956432216286,-0.3571663036018024,-0.3906926083972427
664,-0.07572140491181999,-0.24517322670168,-0.3499000328250425,-0.37366834770672314
665,-0.11417146608576288,-0.11282862343708036,-0.37232550505804063,-0.4349765748560174
666,-0.034943749813494074,-0.10151890424039867,-0.3731908925427471,-0.41528154934200706
667,-0.12397421742114527,-0.004401539792903822,-0.38670884187281784,-0.4378114648921249
668,-0.09302915460595026,-0.24681447882784754,-0.35319745755125176,-0.4226373429620124
669,-0.0986541732565426,-0.01159320820029244,-0.36599922413535846,-0.445331383724747
670,-0.04984930321387006,-0.016860135477902775,-0.3918414848855599,-0.43097788785771834
