name,N_inner,N_annulus,A_ap_geom,A_bg_geom,A_ap_eff,A_bg_eff,A_ap_eff_over_geom,A_bg_eff_over_geom,f_cov_ap_geom,f_cov_bg_geom,cov_ap_depthw,cov_bg_depthw,coverage_ok_ap,coverage_ok_bg,coverage_ok_both,good_ap_area,good_bg_area,N_inner_color,N_annulus_color,median_color,median_color_bgsub,median_color_bgsub_geom,mean_color,mean_color_bgsub,mean_color_bgsub_geom,N_inner_Pblue,N_annulus_Pblue,matched_color_Pblue_samples,Pblue_mean_inner_raw,Pblue_mean_annulus,median_color_inner_raw,median_color_annulus,mean_color_inner_raw,mean_color_annulus,alpha_eff,alpha_geom,N_eff_bgsub_color,N_eff_bgsub_Pblue,N_geom_bgsub_color,N_geom_bgsub_Pblue,sum_Pblue_inner,sum_Pblue_annulus,Pblue_std_inner,Pblue_std_annulus,color_std_inner,color_std_annulus,Pblue_inner_meets_min,Pblue_annulus_nonzero,min_gc_for_Pblue,Pblue_mean,Pblue_mean_err,Pblue_mean_bgsub,Pblue_mean_bgsub_geom,fb,fb_err,fb_bgsub,mu_blue,mu_blue_err,mu_blue_bgsub,mu_red,mu_red_err,mu_red_bgsub,ra,dec,otype,z,Vmag_simbad_raw,Bmag_simbad_raw,BV_simbad_raw,gmag_simbad_raw,rmag_simbad_raw,imag_simbad_raw,zmag_simbad_raw,gr_simbad_raw,gi_simbad_raw,major_axis_arcsec,galdim_minaxis,galdim_angle,dim_source,galdim_qual,galdim_bibcode,dim_ref,MV_simbad_raw,show_label,Re_arcsec,otype_family,morph_type,major_kpc,is_large_E,sdss_objid,Re_r_arcsec,Re_r_arcsec_circ,g_cmodel_sdss,r_cmodel_sdss,i_cmodel_sdss,gerr_cmodel_sdss,rerr_cmodel_sdss,ierr_cmodel_sdss,Ag_sdss,Ar_sdss,Ai_sdss,g0_cmodel_sdss,r0_cmodel_sdss,i0_cmodel_sdss,sdss_phot_ok,gr0_sdss,gi0_sdss,g_model_sdss,r_model_sdss,i_model_sdss,gerr_model_sdss,rerr_model_sdss,ierr_model_sdss,g0_model_sdss,r0_model_sdss,i0_model_sdss,Vmag_sdss,Vmag_sdss_err,V_source,mV_app,mV_src,mV_app_col,gi_primary,gr_primary,color_src,MV_abs,Re_simbad_proxy_arcsec,Re_best_arcsec,Re_best_src,Re_best_is_proxy,Re_GCS_scale,Re_GCS_arcsec,n_gcs_prior,n_gcs_red_prior,n_gcs_blue_prior,gal_color,gal_color_src,minor_axis_arcsec,q_axis,pa_deg,R_NGC 4874_arcmin,R_NGC 4889_arcmin,R_nearBCG_arcmin,nearer_BCG,R_bcg_mid_arcmin,tidal_proxy,R_xray_peak_arcmin,R_sz_peak_arcmin,R_geom_arcmin,R_cluster_arcmin,median_color_exp,Delta_median_color,median_color_bgsub_exp,Delta_median_color_bgsub,mean_color_exp,Delta_mean_color,mean_color_bgsub_exp,Delta_mean_color_bgsub,Pblue_mean_exp,Delta_Pblue_mean,Pblue_mean_bgsub_exp,Delta_Pblue_mean_bgsub,gc_bg_voronoi_density_arcsec2_inv,Pblue_mean_bgsub_geom_exp,Delta_Pblue_mean_bgsub_geom
LEDA 126789,11,64,2021.767797951054,8087.071191804214,2021.767797951054,8087.071191804214,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,11,54,1.427259102,-0.5671022123181821,-0.5671022123181821,1.4837660066363634,-0.5429330300227277,-0.5429330300227277,11,54,True,0.6483329182205464,0.4683010754534581,1.427259102,1.625035145,1.4837660066363634,1.6513844002407407,0.25,0.25,-2.500000000000004,-2.500000000000004,-2.500000000000004,-2.500000000000004,7.13166210042601,25.288258074486738,0.2136311750036675,0.2933588523440743,0.2120848155218667,0.3336629696021679,True,True,10,0.6568537760215079,0.0631496038683955,0.0821206379649909,0.0821206379649909,0.6568537760215079,0.0631496038683955,0.0821206379649909,,,,,,,194.88287520245,27.861306842710004,GiC,0.01555,17.13,18.479,1.3490009,17.686,16.979,16.646,16.472,0.70700073,1.0400009,,,,,,,,-17.87,False,,Members of systems,,,False,1.2376674440486587e+18,3.297948,3.171032653312278,17.89645,17.14692,16.83727,0.007679672,0.006103572,0.007099581,0.03661212,0.02532809,0.01882149,17.85983788,17.121591910000003,16.81844851,True,0.7382459699999977,1.041389370000001,17.67802,16.97291,16.64441,0.007588045,0.006003326,0.006955452,17.64140788,16.94758191,16.62558851,17.4142727577,0.0047835206322695,"SDSS(cModelMag g,r)",17.4142727577,SDSS,Vmag_sdss,1.041389370000001,0.7382459699999977,SDSS(cModel extcorr),-17.5857272423,,3.171032653312278,SDSS,False,3.2,10.14730449059929,,,,1.041389370000001,g-i,,1.0,0.0,5.93675418757412,10.591393033331608,5.93675418757412,NGC 4874,7.786640119064498,6695692.997993048,6.964170238328738,5.397656169603307,4.132314006874767,6.964170238328738,1.4809163319543925,-0.05365722995439248,0.338669511168477,-0.9057717234866591,1.4861095765211014,-0.0023435698847380504,0.36055349390575,-0.9034865239284777,0.5714080565970452,0.08544571942446266,0.12501721601190358,-0.04289657804691267,0.0193438283121596,0.1441468152671891,-0.062026177302198185
SDSS J130026.15+280032.0,9,33,918.3506047036088,3673.402418814436,918.3506047036088,3673.402418814436,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,9,33,1.403183247,0.052043125166667,0.052043125166667,1.409839702111111,,,9,33,True,0.7046013984553697,0.5578681311322873,1.403183247,1.473971042,1.409839702111111,1.5272236583030303,0.2499999999999999,0.2499999999999999,0.7500000000000018,0.7500000000000018,0.7500000000000018,0.7500000000000018,6.341412586098327,18.40964832736548,0.0926919692524014,0.2629214025875429,0.1468920197736235,0.2968427224484015,False,True,10,,,,,,,,,,,,,,195.108997,28.008893,AG?,0.0185,17.57,19.263,1.6930008,18.77,18.096,17.755,17.479,0.6739998,1.0150013,,,,,,,,-17.43,False,,Other,,,False,1.2376673243346373e+18,2.34063,2.137171306818391,18.59731,17.98395,17.6853,0.01273419,0.01097699,0.01271677,0.03480448,0.02407758,0.01789222,18.56250552,17.95987242,17.66740778,True,0.602633100000002,0.8950977400000006,18.75998,18.08744,17.75028,0.01241237,0.01072785,0.01238956,18.72517552,18.06336242,17.73238778,18.196951991,0.0083188398851751,"SDSS(cModelMag g,r)",18.196951991,SDSS,Vmag_sdss,0.8950977400000006,0.602633100000002,SDSS(cModel extcorr),-16.803048009,,2.137171306818391,SDSS,False,3.2,6.838948181818852,,,,0.8950977400000006,g-i,,1.0,0.0,11.529228576925936,4.4220343555978525,4.4220343555978525,NGC 4889,7.947931031136703,20828257.24634969,9.90734055338408,9.766709586074011,10.884842388263737,9.90734055338408,1.46767105695459,-0.06448780995459003,0.25121667969071204,-0.19917355452404503,1.469202180716148,-0.05936247860503685,,,,,,,0.0127639583331354,,
LEDA 126768,1867,2210,14799.118759126264,59196.47503650506,29623.615996745237,70730.76502305013,2.001714864168993,1.1948475813708863,0.989,0.9008,2.001714864168993,1.1948475813708863,True,True,True,True,True,1825,2150,1.557490115,0.816001909659317,1.1148869227945206,1.563551050511781,0.8086126096817146,1.1129192516195892,1825,2150,True,0.463197758558444,0.5058143911770012,1.557490115,1.5027922340000002,1.563551050511781,1.5300521543781394,0.4188222195404125,0.2499999999999999,924.532227988113,924.532227988113,1287.5,1287.5,845.3359093691604,1087.500941030553,0.2892825473253612,0.280910559607768,0.3591502932683863,0.3374126711999313,True,True,10,0.4634650769002413,0.0067790250096888,0.2138927164209517,0.3144923452522204,0.4634650769002413,0.0067790250096888,0.2138927164209517,,,,,,,195.031143,27.958069,GiC,0.02072,17.58,18.963,1.3829994,17.473,17.07,16.516,16.448,0.40299988,0.9569988,13.800000190734863,0.21,,SIMBAD,E,2003A&A...412...45P,,-17.42,False,1.725000023841858,Members of systems,,5981.540402364631,False,1.237667444048724e+18,9.742112,8.97857217169769,16.64061,17.30416,16.22615,0.01173625,0.01412255,0.01469685,0.03165467,0.02189856,0.01627298,16.608955329999997,17.28226144,16.20987702,True,-0.6733061100000022,0.3990783099999966,17.468,17.05945,16.51539,0.01225075,0.01342484,0.01481177,17.436345329999998,17.037551439999998,16.49911702,16.996205934899997,0.0096219186755878,"SDSS(cModelMag g,r)",16.996205934899997,SDSS,Vmag_sdss,0.3990783099999966,-0.6733061100000022,SDSS(cModel extcorr),-18.003794065100003,1.725000023841858,8.97857217169769,SDSS,False,3.2,28.73143094943261,,,,0.3990783099999966,g-i,12.6,0.9130434656413609,0.0,7.014739872319045,1.1456400923274943,1.1456400923274943,NGC 4889,3.490958415183414,1159863549.2002096,5.564720607584505,4.739412184215819,5.783503014713256,5.564720607584505,1.4879912737705085,0.06949884122949146,0.38538229700108584,0.4306196126582311,1.4951406341309943,0.0684104163807866,0.41392468184965825,0.3946879278320563,0.5664851184466457,-0.10302004154640443,0.1377396054603745,0.0761531109605772,0.0881404045817454,0.1573369986402401,0.15715534661198033
LEDA 1821555,19,40,451.466866645449,1805.8674665817969,451.466866645449,1805.8674665817969,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,19,40,1.558767868,0.8120919974736842,0.8120919974736842,1.5681127885789474,0.8262888336578951,0.8262888336578951,19,40,True,0.500444343811245,0.6828082863586351,1.558767868,1.418684154,1.5681127885789474,1.40946551435,0.2499999999999999,0.2499999999999999,9.000000000000002,9.000000000000002,9.000000000000002,9.000000000000002,9.508442532413657,27.312331454345404,0.2804030546869183,0.1481270236222265,0.3332455263169857,0.1864917989645634,True,True,10,0.4998765072979674,0.0668619174288966,0.1405037250039491,0.1405037250039491,0.4998765072979674,0.0668619174288966,0.1405037250039491,,,,,,,194.8837708333333,27.92104166666667,GiC,0.022732393087754,17.59,19.13,1.539999,18.177,17.48,17.162,16.891,0.6970005,1.0149994,15.59999942779541,0.16,144.0,SIMBAD,E,2003A&A...412...45P,,-17.41,False,1.9499999284744265,Members of systems,dE,7400.366751639261,False,1.2376674440486584e+18,1.967855,1.9101817555378544,18.68619,17.98285,17.64005,0.01504857,0.01222034,0.01481054,0.03477307,0.02405585,0.01787608,18.65141693,17.95879415,17.622173919999998,True,0.6926227800000007,1.0292430100000018,18.89739,18.22351,17.88339,0.01461084,0.01181884,0.01428423,18.86261693,18.19945415,17.865513919999998,18.232769489799995,0.0094895702598931,"SDSS(cModelMag g,r)",18.232769489799995,SDSS,Vmag_sdss,1.0292430100000018,0.6926227800000007,SDSS(cModel extcorr),-16.767230510200005,1.9499999284744265,1.9101817555378544,SDSS,False,3.2,6.112581617721134,,,,1.0292430100000018,g-i,9.6,0.6153846379567893,144.0,2.426685310337878,8.629124278288334,2.426685310337878,NGC 4874,5.206031873740555,79312192.1938589,3.757133910481079,3.411089956610184,2.763983118116543,3.757133910481079,1.4670649176816586,0.0917029503183413,0.2472146038041394,0.5648773936695448,1.4684284529830105,0.09968433559593692,0.2560626791890761,0.570226154468819,0.5810462497486695,-0.08116974245070208,0.10010915438114726,0.04039457062280183,0.0223814771034678,0.11832290052950445,0.022180824474444638
GMP 2399,8,16,980.076615504346,3920.306462017384,980.076615504346,3920.306462017384,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,7,14,1.428903069,0.7661736255,0.7661736255,1.414650187857143,,,7,14,True,0.6938235052745555,0.7213321152196196,1.428903069,1.325458887,1.414650187857143,1.3581553422142856,0.25,0.25,3.5,3.5,3.5,3.5,4.856764536921888,10.098649613074674,0.1304549384345043,0.1059652800323458,0.1665929727310606,0.1923188721746558,False,True,10,,,,,,,,,,,,,,195.22406,27.968243,GiC,0.0197,17.63,18.73,1.1000004,,,,,,,,,,,,,,-17.37,False,,Members of systems,,,False,1.2376673243347028e+18,2.670293,2.207827254666137,18.35245,17.66619,17.35618,0.01003664,0.008795105,0.01022614,0.0319718,0.02211794,0.016436,18.3204782,17.64407206,17.339744,True,0.676406140000001,0.9807342000000006,18.43203,17.75506,17.43065,0.009826553,0.008598464,0.009989215,18.4000582,17.73294206,17.414214,17.911398577399996,0.0066227103350618,"SDSS(cModelMag g,r)",17.911398577399996,SDSS,Vmag_sdss,0.9807342000000006,0.676406140000001,SDSS(cModel extcorr),-17.088601422600004,,2.207827254666137,SDSS,False,3.2,7.065047214931639,,,,0.9807342000000006,g-i,,1.0,0.0,17.246066332897517,10.099001505374988,10.099001505374988,NGC 4889,13.661287865208626,1902022.32665694,15.737100641511054,14.847518729279855,15.682741770377577,15.737100641511054,1.4725034753059976,-0.0436004063059976,0.28312305141360894,0.48305057408639107,1.4753706906008868,-0.060720502743743854,,,,,,,0.0047566602337734,,
SDSS J125948.57+275857.7,2,3,59.77552874621144,239.1021149848457,59.77552874621144,239.1021149848457,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,2,3,1.541391245,0.9749304155,0.9749304155,1.541391245,,,2,3,True,0.5918041997308632,0.5781253538320895,1.541391245,1.510562212,1.541391245,1.5587948386666666,0.25,0.25,1.2499999999999998,1.2499999999999998,1.2499999999999998,1.2499999999999998,1.1836083994617264,1.7343760614962689,0.0195863990105878,0.2119889299678999,0.0198277535628684,0.1700769453345194,False,True,10,,,,,,,,,,,,,,194.952406,27.982695,AG?,0.018,17.69,18.83,1.1399994,20.81,20.26,20.02,16.99,0.54999924,0.789999,,,,,,,,-17.31,False,,Other,dE,,False,1.2376674440486587e+18,0.7712224,0.5452514006140664,20.80794,20.24769,19.96783,0.03960525,0.03740309,0.04404699,0.02726468,0.01886158,0.01401617,20.78067532,20.22882842,19.95381383,True,0.551846900000001,0.8268614900000024,20.80585,20.24771,20.01403,0.03964962,0.03383691,0.04418748,20.77858532,20.22884842,20.00001383,20.445085649,0.0273982921545513,"SDSS(cModelMag g,r)",20.445085649,SDSS,Vmag_sdss,0.8268614900000024,0.551846900000001,SDSS(cModel extcorr),-14.554914351000004,,0.5452514006140664,SDSS,False,3.2,1.7448044819650126,,,,0.8268614900000024,g-i,,1.0,0.0,3.170430437528054,4.322899258764681,3.170430437528054,NGC 4874,1.1411288210228172,55881131.24374011,1.5247013591054364,3.108445940951461,4.311558827744364,1.5247013591054364,1.4296259073331123,0.11176533766688768,2.0984739640406147e-05,0.9749094307603596,1.420638115181941,0.12075312981805908,,,,,,,0.0301057375071914,,
SDSS J125953.93+275813.6,23,103,980.7351674930616,3922.940669972244,1300.1620126799792,5029.088875555585,1.3257014286572706,1.281969139643187,1.0,1.0,1.3257014286572706,1.281969139643187,True,True,True,True,True,23,102,1.533636426,-0.1587317902819496,-0.1029038833695661,1.5123587465652175,-0.2077476342873845,-0.1510046997500005,23,102,True,0.5976128194160892,0.5904926998074217,1.533636426,1.476095181,1.5123587465652175,1.500288598637255,0.2585283427778644,0.2500000000000001,-3.369890963342176,-3.369890963342176,-2.5000000000000107,-2.5000000000000107,13.745094846570051,60.23025538035701,0.2094269641040034,0.210844842915979,0.2443651192491803,0.2268187324362696,True,True,10,0.5982686894361533,0.0436157014723319,-0.0787412283278142,-0.0564079994807711,0.5982686894361533,0.0436157014723319,-0.0787412283278142,,,,,,,194.974723,27.970469,G,0.0225,17.78,18.93,1.1499996,18.658,17.963,17.541,17.474,0.6950016,1.1170006,,,,,,,,-17.22,False,,Regular galaxies,S,,False,1.237667444048659e+18,2.250723,2.2085688930460337,18.55435,17.84544,17.52467,0.01273515,0.01070446,0.01284431,0.02852804,0.01973557,0.01466564,18.52582196,17.82570443,17.51000436,True,0.70011753,1.0158175999999983,18.59274,17.8912,17.54356,0.01265617,0.01054027,0.01279576,18.56421196,17.87146443,17.52889436,18.102752617299995,0.0081945309831007,"SDSS(cModelMag g,r)",18.102752617299995,SDSS,Vmag_sdss,1.0158175999999983,0.70011753,SDSS(cModel extcorr),-16.897247382700005,,2.2085688930460337,SDSS,False,3.0,6.625706679138101,,,,1.0158175999999983,g-i,,1.0,0.0,4.079981463054035,3.151806872879507,3.151806872879507,NGC 4889,0.4696311623195278,71668547.49220352,2.523618555490392,2.779053850233632,4.0658038844913404,2.523618555490392,1.469265192273864,0.06437123372613596,0.2617420668518915,-0.4204738571338411,1.471237070653127,0.04112167591209048,0.27266087488325175,-0.48040850917063627,0.5795152384678913,0.018753450968261975,0.10406575939404622,-0.18280698772186044,0.0321193296142879,0.1224249873164438,-0.1788329867972149
SDSS J125930.25+280115.0,12,15,289.68485855899246,1158.7394342359703,289.68485855899246,1158.7394342359703,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,12,15,1.4743126085,1.0184171866250002,1.0184171866250002,1.4822104091666668,1.0261133293750004,1.0261133293750004,12,15,True,0.5819333817493226,0.5844655153821372,1.4743126085,1.45886535,1.4822104091666668,1.4595106553333332,0.2499999999999999,0.2499999999999999,8.250000000000002,8.250000000000002,8.250000000000002,8.250000000000002,6.983200580991872,8.766982730732058,0.2633702565667765,0.2563581517242237,0.2617708255179048,0.3827876321205217,True,True,10,0.5828987471847316,0.0734520756441168,0.4002532736278137,0.4002532736278137,0.5828987471847316,0.0734520756441168,0.4002532736278137,,,,,,,194.87607,28.020844,G,0.024,17.82,19.182,1.3619995,18.391,18.414,18.057,17.044,-0.02299881,0.33400154,7.04,,,NED,,,2007SDSS6.C...0000:,-17.18,False,0.88,Regular galaxies,dGs...,3520.464821604657,False,1.2376673243345715e+18,1.462938,1.2003225761558354,19.04043,18.3196,18.02032,0.01254655,0.01038284,0.01157475,0.02727084,0.01886584,0.01401934,19.01315916,18.30073416,18.00630066,True,0.7124249999999996,1.0068585,19.12647,18.40746,18.0529,0.01245072,0.01025749,0.01148795,19.09919916,18.38859416,18.03888066,18.58282841,0.0079992479332738,"SDSS(cModelMag g,r)",18.58282841,SDSS,Vmag_sdss,1.0068585,0.7124249999999996,SDSS(cModel extcorr),-16.417171590000002,0.88,1.2003225761558354,SDSS,False,3.2,3.8410322436986735,,,,1.0068585,g-i,,1.0,0.0,3.886822757535111,8.756815184632249,3.886822757535111,NGC 4874,5.730108495663906,21233135.033039395,4.049327538680103,6.569658904254445,7.211848856611635,4.049327538680103,1.4611408731089752,0.013171735391024786,0.20810069550934118,0.8103164911156591,1.4608664985231719,0.021343910643494945,0.21137350654364528,0.8147398228313552,0.585168362098074,-0.0022696149133424326,0.08945634561993598,0.3107969280078777,0.0162521865375903,0.1072783949696382,0.2929748786581755
[EDG2007] 474,0,0,95.03317777109125,380.132711084365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,,,,,,,0,0,True,,,,,,,,0.25,,,0.0,0.0,,,,,,,False,False,10,,,,,,,,,,,,,,194.85670833333333,28.08158333333333,GiC,0.0256644214845458,17.9,19.322,1.4220009,,,,16.92,,,5.5,,,NED,,,2007SDSS6.C...0000:,-17.1,False,0.6875,Members of systems,,2935.180535298088,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,17.899999618530273,SIMBAD,,,,,-17.100000381469727,0.6875,0.6875,SIMBAD_proxy(maj/8),True,3.2,2.2,,,,1.4220008850097656,B-V,,1.0,0.0,7.671050001945094,11.281142903182737,7.671050001945094,NGC 4874,8.944381191801774,3636578.168269682,7.631640740652824,10.22014877377248,10.960151269285896,7.631640740652824,,,,,,,,,,,,,,,
SDSS J130008.39+275716.7,528,2333,5501.469662700382,22005.87865080153,11229.847312496247,36829.745122257285,2.041244976525801,1.6736321101596106,1.0,0.971,2.041244976525801,1.6736321101596106,True,True,True,True,True,523,2203,1.508028417,-0.5577691470157815,-0.1857345443231355,1.5357622611988526,-0.5386678940235081,-0.1650786265874764,523,2203,True,0.4880837897725009,0.4256862233679135,1.508028417,1.608421296,1.5357622611988526,1.615142595210622,0.304912436271782,0.25,-148.72209710673576,-148.72209710673576,-27.75,-27.75,255.267822051018,937.7867500795136,0.2834719567717176,0.2951896561010759,0.319836933818632,0.372589768527162,True,True,10,0.4874268602466358,0.012391719665852,-0.0593089765987584,0.0391540351608263,0.4874268602466358,0.012391719665852,-0.0593089765987584,,,,,,,195.03466666666665,27.95491666666668,GiC,0.0207009877479973,18.03,19.21,1.1799984,18.238,,17.431,17.267,,0.8070011,4.84,,,NED,,,2007SDSS6.C...0000:,-16.97,False,0.605,Members of systems,dE,2095.996991048066,False,1.237667444048724e+18,5.592635,5.230876154768637,18.41567,24.81021,17.79011,0.01423217,25.80334,0.01490458,0.03191571,0.02207914,0.01640717,18.38375429,24.788130860000003,17.773702829999998,True,-6.404376570000004,0.6100514600000011,18.23765,24.81021,17.43091,0.01861826,6.193195,0.02166967,18.20573429,24.788130860000003,17.41450283,22.1523364663,15.22397171828374,"SDSS(cModelMag g,r)",22.1523364663,SDSS,Vmag_sdss,0.6100514600000011,-6.404376570000004,SDSS(cModel extcorr),-12.847663533700004,0.605,5.230876154768637,SDSS,False,3.2,16.73880369525964,,,,0.6100514600000011,g-i,,1.0,0.0,7.20592089397856,1.3274135806833522,1.3274135806833522,NGC 4889,3.7108537413778473,746533184.4416767,5.777656592054801,4.856456594727542,5.864296781402549,5.777656592054801,1.4007341141096825,0.1072943028903175,-0.19073905035941996,-0.36703009665636155,1.3837581724438184,0.15200408875503424,-0.2443165289969622,-0.2943513650265459,0.6272010382880326,-0.13977417804139686,-0.019169044281974412,-0.04013993231678399,0.2482285751093858,-0.005341079349909739,0.04449511451073604
SDSS J130025.97+280344.6,28,27,1204.6920277205172,4818.768110882066,1204.6920277205172,4818.768110882066,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,28,27,1.4017667495,1.0603855060089284,1.0603855060089284,1.5316133971785717,1.198812163098214,1.198812163098214,28,27,True,0.515367393565528,0.6216911037376648,1.4017667495,1.416099973,1.5316133971785717,1.3805088228518525,0.2500000000000001,0.2500000000000001,21.25,21.25,21.25,21.25,14.430287019834784,16.78565980091695,0.3113773604178343,0.225241924426189,0.3921676000211574,0.2656967508175355,True,True,10,0.5225815736129482,0.0573406435540007,0.3727096111047611,0.3727096111047611,0.5225815736129482,0.0573406435540007,0.3727096111047611,,,,,,,195.108242,28.062409,G,0.025,18.05,19.63,1.5799999,19.342,18.652,18.296,18.034,0.6899986,1.0459995,5.22,,,NED,,,2007SDSS6.C...0000:,-16.95,False,0.6525,Regular galaxies,,2715.8171061192106,False,1.2376673243346378e+18,2.475626,2.4477840177081527,19.13984,18.47298,18.20935,0.02169704,0.01877794,0.02210723,0.03545551,0.02452796,0.0182269,19.10438449,18.44845204,18.1911231,True,0.6559324500000017,0.9132613899999988,19.33166,18.64641,18.28921,0.02094592,0.01813107,0.0215745,19.29620449,18.62188204,18.2709831,18.7073843445,0.0142084100251035,"SDSS(cModelMag g,r)",18.7073843445,SDSS,Vmag_sdss,0.9132613899999988,0.6559324500000017,SDSS(cModel extcorr),-16.292615655500004,0.6525,2.4477840177081527,SDSS,False,3.2,7.832908856666089,,,,0.9132613899999988,g-i,,1.0,0.0,12.704784165362682,6.466741929014019,6.466741929014019,NGC 4889,9.41022727466008,6965241.482342461,11.063695705733316,11.616910369142364,12.85120894324086,11.063695705733316,1.4590330139310155,-0.05726626443101557,0.194183411536625,0.8662020944723035,1.4581758477497146,0.07343754942885705,0.1954724643485113,1.0033396987497027,0.5866350682042939,-0.06405349459134568,0.0856659249971895,0.2870436861075716,0.0082908612053818,0.10334860306399674,0.26936100804076435
LEDA 44637,3,7,789.0039232927007,3156.015693170802,789.0039232927007,2167.551578069707,1.0,0.6868000000000001,1.0,0.6868,1.0,0.6868,True,False,False,True,True,2,6,1.672792006,0.0231304915489216,0.5398044778749995,1.672792006,,,2,6,True,0.5028230731137192,0.6730907449020321,1.672792006,1.5106500375,1.672792006,1.4964139976666668,0.3640069889341876,0.25,-0.1840419336051257,-0.1840419336051257,0.4999999999999995,0.4999999999999995,1.0056461462274384,4.038544469412193,0.1065049353436539,0.0838084575834831,0.0906166150641054,0.1218366884499825,False,True,10,,,,,,,,,,,,,,194.905032,27.870463,AG?,0.0211,18.14,19.283,1.1430016,18.971,18.092,17.764,17.521,0.8790016,1.2070007,10.4,,,NED,,,20032MASX.C.......:,-16.86,False,1.3,Other,,4588.382250133997,False,1.237667444048659e+18,2.401519,1.980955218692897,18.61829,17.98405,17.71473,0.01376807,0.01096297,0.01380794,0.03536076,0.02446241,0.01817819,18.58292924,17.959587589999998,17.69655181,True,0.6233416500000004,0.8863774299999996,18.75309,18.05203,17.71051,0.01342186,0.01073602,0.01360451,18.71772924,18.02756759,17.69233181,18.2051576665,0.0085849862205673,"SDSS(cModelMag g,r)",18.2051576665,SDSS,Vmag_sdss,0.8863774299999996,0.6233416500000004,SDSS(cModel extcorr),-16.794842333500004,1.3,1.980955218692897,SDSS,False,3.2,6.33905669981727,,,,0.8863774299999996,g-i,,1.0,0.0,5.337391114872821,9.350728221171543,5.337391114872821,NGC 4874,6.6994594269974,9326963.292387102,6.121070166776896,4.2676191079995975,2.9811357603545683,6.121070166776896,1.4675321923674995,0.20525981363250057,0.25029981678426094,-0.22716932523533934,1.469024922143769,0.2037670838562311,,,,,,,0.0058901693297183,,
SDSS J125915.58+275356.9,11,49,1598.4307921428915,6393.723168571568,1470.5563287714604,3930.8610040378,0.9200000000000002,0.6148,0.92,0.6148,0.92,0.6148,True,False,False,True,True,11,47,1.339253419,-1.022371864135683,-0.2389283462954536,1.3874860883636364,-0.9969264506897142,-0.2059235083863633,11,47,True,0.5965288892112366,0.5962080744434937,1.339253419,1.477446759,1.3874860883636364,1.491702601212766,0.3741054001301235,0.2499999999999999,-6.582953806115807,-6.582953806115807,-0.7499999999999964,-0.7499999999999964,6.561817781323603,28.0217794988442,0.2482369249184527,0.2437408893687228,0.3524074102949717,0.3062341046610654,True,True,10,0.6002660567906463,0.0705340424089988,-0.3527429460978268,-0.0365925681830854,0.6002660567906463,0.0705340424089988,-0.3527429460978268,,,,,,,194.8147083333333,27.89930555555555,GiC,0.0175629147433489,18.18,19.362,1.1819992,18.135,17.429,17.163,17.058,0.7059994,0.9720001,6.21,,,NED,,,2007SDSS6.C...0000:,-16.82,False,0.77625,Members of systems,SBa,2290.336679764223,False,1.2376674440485934e+18,3.466226,2.819564249134048,18.76148,17.78226,17.80239,0.01765995,0.01494199,0.02021308,0.04119965,0.02850172,0.02117984,18.72028035,17.75375828,17.78121016,True,0.96652207,0.9390701899999988,18.13526,17.42892,17.16264,0.01751236,0.01418745,0.02014331,18.09406035,17.40041828,17.14146016,18.1400323287,0.0114080613812361,"SDSS(cModelMag g,r)",18.1400323287,SDSS,Vmag_sdss,0.9390701899999988,0.96652207,SDSS(cModel extcorr),-16.8599676713,0.77625,2.819564249134048,SDSS,False,3.0,8.458692747402145,,,,0.9390701899999988,g-i,,1.0,0.0,5.727336133549141,12.511599665563155,5.727336133549141,NGC 4874,9.033178703840244,6714980.752737872,7.334383120512385,7.273818436554839,6.427173278794688,7.334383120512385,1.4686343079876867,-0.12938088898768663,0.25757661032782053,-1.2799484744635035,1.4704317562799876,-0.08294566791635116,0.26790167760876216,-1.2648281282984764,0.5799542250209447,0.020311831769701527,0.10293128284366865,-0.45567422894149545,0.0109124344536706,0.12124879680659395,-0.15784136498967935
