name,N_inner,N_annulus,A_ap_geom,A_ann_geom,A_ap_eff,A_ann_eff,A_ap_eff_over_geom,A_ann_eff_over_geom,f_cov_ap_geom,f_cov_ann_geom,cov_ap_depthw,cov_ann_depthw,coverage_ok_ap,coverage_ok_ann,coverage_ok_both,good_ap_area,good_ann_area,N_inner_color,N_annulus_color,median_color,N_inner_Pblue,N_annulus_Pblue,matched_color_Pblue_samples,Pblue_mean_inner,Pblue_mean_annulus,median_color_inner,median_color_annulus,mean_color_inner,mean_color_annulus,Pblue_mean_IE_contrast,mean_color_IE_contrast,median_color_IE_contrast,alpha_eff,alpha_geom,sum_Pblue_inner,sum_Pblue_annulus,Pblue_std_inner,Pblue_std_annulus,color_std_inner,color_std_annulus,Pblue_inner_meets_min,Pblue_annulus_nonzero,min_gc_for_Pblue,Pblue_mean,Pblue_mean_err,fb,fb_err,mu_blue,mu_blue_err,mu_red,mu_red_err,ra,dec,otype,z,Vmag_simbad_raw,Bmag_simbad_raw,BV_simbad_raw,gmag_simbad_raw,rmag_simbad_raw,imag_simbad_raw,zmag_simbad_raw,gr_simbad_raw,gi_simbad_raw,major_axis_arcsec,galdim_minaxis,galdim_angle,dim_source,galdim_qual,galdim_bibcode,dim_ref,MV_simbad_raw,show_label,Re_arcsec,otype_family,morph_type,major_kpc,is_large_E,sdss_objid,Re_r_arcsec,Re_r_arcsec_circ,g_cmodel_sdss,r_cmodel_sdss,i_cmodel_sdss,gerr_cmodel_sdss,rerr_cmodel_sdss,ierr_cmodel_sdss,Ag_sdss,Ar_sdss,Ai_sdss,g0_cmodel_sdss,r0_cmodel_sdss,i0_cmodel_sdss,sdss_phot_ok,gr0_sdss,gi0_sdss,g_model_sdss,r_model_sdss,i_model_sdss,gerr_model_sdss,rerr_model_sdss,ierr_model_sdss,g0_model_sdss,r0_model_sdss,i0_model_sdss,Vmag_sdss,Vmag_sdss_err,V_source,mV_app,mV_src,mV_app_col,gi_primary,gr_primary,color_src,MV_abs,Re_simbad_proxy_arcsec,Re_best_arcsec,Re_best_src,Re_best_is_proxy,Re_GCS_scale,Re_GCS_arcsec,n_gcs_prior,n_gcs_red_prior,n_gcs_blue_prior,gal_color,gal_color_src,minor_axis_arcsec,q_axis,pa_deg,R_NGC 4874_arcmin,R_NGC 4889_arcmin,R_nearBCG_arcmin,nearer_BCG,R_bcg_mid_arcmin,tidal_proxy,R_xray_peak_arcmin,R_sz_peak_arcmin,R_geom_arcmin,R_cluster_arcmin,median_color_inner_exp,Delta_median_color_inner,median_color_annulus_exp,Delta_median_color_annulus,median_color_IE_contrast_exp,Delta_median_color_IE_contrast,mean_color_inner_exp,Delta_mean_color_inner,mean_color_annulus_exp,Delta_mean_color_annulus,mean_color_IE_contrast_exp,Delta_mean_color_IE_contrast,Pblue_mean_inner_exp,Delta_Pblue_mean_inner,Pblue_mean_annulus_exp,Delta_Pblue_mean_annulus,Pblue_mean_IE_contrast_exp,Delta_Pblue_mean_IE_contrast,gc_voronoi_density_arcsec2_inv,R_NGC 4874_kpc,R_NGC 4889_kpc,R_nearBCG_kpc,R_bcg_mid_kpc,R_xray_peak_kpc,R_sz_peak_kpc,R_geom_kpc,R_cluster_kpc,log_gc_voronoi_density,log_tidal_proxy,Delta_Pblue_mean_inner_err_lo,Delta_Pblue_mean_inner_err_hi,Delta_Pblue_mean_annulus_err_lo,Delta_Pblue_mean_annulus_err_hi,Delta_Pblue_mean_IE_contrast_err_lo,Delta_Pblue_mean_IE_contrast_err_hi,Delta_Pblue_mean_inner_q16,Delta_Pblue_mean_inner_q50,Delta_Pblue_mean_inner_q84
SDSS J125953.93+275813.6,23,103,980.7351674930616,3922.940669972244,1300.1620126799792,5029.088875555585,1.3257014286572706,1.281969139643187,1.0,1.0,1.3257014286572706,1.281969139643187,True,True,True,True,True,23,102,1.533636426,23,102,True,0.5976128194160892,0.5904926998074217,1.533636426,1.476095181,1.5123587465652175,1.500288598637255,0.0071201196086675,0.0120701479279625,0.0575412449999999,0.2585283427778644,0.2500000000000001,13.745094846570051,60.23025538035701,0.2094269641040034,0.210844842915979,0.2443651192491803,0.2268187324362696,True,True,10,0.5982686894361533,0.0436157014723319,0.5982686894361533,0.0436157014723319,,,,,194.974723,27.970469,G,0.0225,17.78,18.93,1.1499996,18.658,17.963,17.541,17.474,0.6950016,1.1170006,,,,,,,,-17.22,False,,Regular galaxies,S,,False,1.237667444048659e+18,2.250723,2.2085688930460337,18.55435,17.84544,17.52467,0.01273515,0.01070446,0.01284431,0.02852804,0.01973557,0.01466564,18.52582196,17.82570443,17.51000436,True,0.70011753,1.0158175999999983,18.59274,17.8912,17.54356,0.01265617,0.01054027,0.01279576,18.56421196,17.87146443,17.52889436,18.102752617299995,0.0081945309831007,"SDSS(cModelMag g,r)",18.102752617299995,SDSS,Vmag_sdss,1.0158175999999983,0.70011753,SDSS(cModel extcorr),-16.897247382700005,,2.2085688930460337,SDSS,False,3.0,6.625706679138101,,,,1.0158175999999983,g-i,,1.0,0.0,4.079981463054035,3.151806872879507,3.151806872879507,NGC 4889,0.4696311623195278,71668547.49220352,2.523618555490392,2.779053850233632,4.0658038844913404,2.523618555490392,1.469265192273864,0.0643712337261359,1.4609603951665977,0.0151347858334025,0.0179285389296954,0.0396127060703044,1.471237070653127,0.0411216759120904,1.4745766249984515,0.0257119736388033,0.0009294500631085,0.0111406978648539,0.5768733937530981,0.02073942566299114,0.5851741423263599,0.005318557481061803,-0.0031994411623327834,0.010319560771000283,0.0321193296142879,118.68184991771382,91.68234553122294,91.68234553122294,13.661016754072815,73.40908809621759,80.83939962800378,118.26944087458183,73.40908809621759,-1.4932335277723678,7.855328602704321,0.039418851164306705,0.04496415824646284,0.01828118145337984,0.021576378276436308,0.046539082124959975,0.04597817891995624,-0.018679425501315565,0.022572569961282762,0.06570358390945398
SDSS J125930.25+280115.0,12,15,289.68485855899246,1158.7394342359703,289.68485855899246,1158.7394342359703,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,12,15,1.4743126085,12,15,True,0.5819333817493226,0.5844655153821372,1.4743126085,1.45886535,1.4822104091666668,1.4595106553333332,-0.0025321336328145,0.0226997538333335,0.0154472585,0.2499999999999999,0.2499999999999999,6.983200580991872,8.766982730732058,0.2633702565667765,0.2563581517242237,0.2617708255179048,0.3827876321205217,True,True,10,0.5828987471847316,0.0734520756441168,0.5828987471847316,0.0734520756441168,,,,,194.87607,28.020844,G,0.024,17.82,19.182,1.3619995,18.391,18.414,18.057,17.044,-0.02299881,0.33400154,7.04,,,NED,,,2007SDSS6.C...0000:,-17.18,False,0.88,Regular galaxies,dGs...,3520.464821604657,False,1.2376673243345715e+18,1.462938,1.2003225761558354,19.04043,18.3196,18.02032,0.01254655,0.01038284,0.01157475,0.02727084,0.01886584,0.01401934,19.01315916,18.30073416,18.00630066,True,0.7124249999999996,1.0068585,19.12647,18.40746,18.0529,0.01245072,0.01025749,0.01148795,19.09919916,18.38859416,18.03888066,18.58282841,0.0079992479332738,"SDSS(cModelMag g,r)",18.58282841,SDSS,Vmag_sdss,1.0068585,0.7124249999999996,SDSS(cModel extcorr),-16.417171590000002,0.88,1.2003225761558354,SDSS,False,3.2,3.8410322436986735,,,,1.0068585,g-i,,1.0,0.0,3.886822757535111,8.756815184632249,3.886822757535111,NGC 4874,5.730108495663906,21233135.033039395,4.049327538680103,6.569658904254445,7.211848856611635,4.049327538680103,1.4611408731089752,0.0131717353910247,1.4602697036407248,-0.0014043536407248,0.0120115310997382,0.0034357274002617,1.460866498523172,0.0213439106434949,1.47277862036674,-0.0132679650334066,-0.0065485457499525,0.029248299583286,0.5823118148171605,-0.0003784330678379133,0.5858425686207639,-0.001377053238626691,0.0017043694836455514,-0.004236503116460051,0.0162521865375903,113.06309093405487,254.72542826744646,113.06309093405487,166.6820995763906,117.79016340274305,191.10363102033827,209.78417950676908,117.79016340274305,-1.7890882016187484,7.327014121675709,0.06561301430803422,0.07244261224722522,0.06048739399637326,0.06380266008281085,0.0886096164432709,0.08941500045065907,-0.06599144737587213,0.006884922647899916,0.0720641791793873
SDSS J130008.39+275716.7,528,2333,5501.469662700382,22005.87865080153,11229.847312496247,36829.745122257285,2.041244976525801,1.6736321101596106,1.0,0.971,2.041244976525801,1.6736321101596106,True,True,True,True,True,523,2203,1.508028417,523,2203,True,0.4880837897725009,0.4256862233679135,1.508028417,1.608421296,1.5357622611988526,1.615142595210622,0.0623975664045873,-0.0793803340117693,-0.1003928789999999,0.304912436271782,0.25,255.267822051018,937.7867500795136,0.2834719567717176,0.2951896561010759,0.319836933818632,0.372589768527162,True,True,10,0.4874268602466358,0.012391719665852,0.4874268602466358,0.012391719665852,,,,,195.03466666666665,27.95491666666668,GiC,0.0207009877479973,18.03,19.21,1.1799984,18.238,,17.431,17.267,,0.8070011,4.84,,,NED,,,2007SDSS6.C...0000:,-16.97,False,0.605,Members of systems,dE,2095.996991048066,False,1.237667444048724e+18,5.592635,5.230876154768637,18.41567,24.81021,17.79011,0.01423217,25.80334,0.01490458,0.03191571,0.02207914,0.01640717,18.38375429,24.788130860000003,17.773702829999998,True,-6.404376570000004,0.6100514600000011,18.23765,24.81021,17.43091,0.01861826,6.193195,0.02166967,18.20573429,24.788130860000003,17.41450283,22.1523364663,15.22397171828374,"SDSS(cModelMag g,r)",22.1523364663,SDSS,Vmag_sdss,0.6100514600000011,-6.404376570000004,SDSS(cModel extcorr),-12.847663533700004,0.605,5.230876154768637,SDSS,False,3.2,16.73880369525964,,,,0.6100514600000011,g-i,,1.0,0.0,7.20592089397856,1.3274135806833522,1.3274135806833522,NGC 4889,3.7108537413778473,746533184.4416767,5.777656592054801,4.856456594727542,5.864296781402549,5.777656592054801,1.4007341141096823,0.1072943028903175,1.4551342041976996,0.1532870918023003,-0.0319832035637965,-0.0684096754362033,1.3837581724438184,0.1520040887550342,1.459409914600378,0.1557326806102439,-0.0621496960382761,-0.0172306379734931,0.6227481127869965,-0.1346643230144956,0.5908125193643726,-0.16512629599645912,0.03816567803857976,0.024231888366007544,0.2482285751093858,209.61174206363182,38.612895864353156,38.612895864353156,107.94435974498928,168.06521763485188,141.2685959303125,170.5854785826344,168.06521763485188,-0.6051482256656434,8.87304911748581,0.01811721303086719,0.028608360785158327,0.008784814767079152,0.01915607707396766,0.026633516620078266,0.016246371404393764,-0.1527815360453628,-0.12891848901780345,-0.10605596222933728
SDSS J130025.97+280344.6,28,27,1204.6920277205172,4818.768110882066,1204.6920277205172,4818.768110882066,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,28,27,1.4017667495,28,27,True,0.515367393565528,0.6216911037376648,1.4017667495,1.416099973,1.5316133971785717,1.3805088228518525,-0.1063237101721368,0.1511045743267192,-0.0143332234999997,0.2500000000000001,0.2500000000000001,14.430287019834784,16.78565980091695,0.3113773604178343,0.225241924426189,0.3921676000211574,0.2656967508175355,True,True,10,0.5225815736129482,0.0573406435540007,0.5225815736129482,0.0573406435540007,,,,,195.108242,28.062409,G,0.025,18.05,19.63,1.5799999,19.342,18.652,18.296,18.034,0.6899986,1.0459995,5.22,,,NED,,,2007SDSS6.C...0000:,-16.95,False,0.6525,Regular galaxies,,2715.8171061192106,False,1.2376673243346378e+18,2.475626,2.4477840177081527,19.13984,18.47298,18.20935,0.02169704,0.01877794,0.02210723,0.03545551,0.02452796,0.0182269,19.10438449,18.44845204,18.1911231,True,0.6559324500000017,0.9132613899999988,19.33166,18.64641,18.28921,0.02094592,0.01813107,0.0215745,19.29620449,18.62188204,18.2709831,18.7073843445,0.0142084100251035,"SDSS(cModelMag g,r)",18.7073843445,SDSS,Vmag_sdss,0.9132613899999988,0.6559324500000017,SDSS(cModel extcorr),-16.292615655500004,0.6525,2.4477840177081527,SDSS,False,3.2,7.832908856666089,,,,0.9132613899999988,g-i,,1.0,0.0,12.704784165362682,6.466741929014019,6.466741929014019,NGC 4889,9.41022727466008,6965241.482342461,11.063695705733316,11.616910369142364,12.85120894324086,11.063695705733316,1.4590330139310157,-0.0572662644310155,1.4600905033357636,-0.0439905303357637,0.0104763600894292,-0.0248095835894289,1.4581758477497146,0.073437549428857,1.47231212705351,-0.0918033042016575,-0.0084887159706679,0.1595932902973871,0.5837228162218118,-0.0683554226562838,0.5860159921988944,0.03567511153877034,0.0029766659145605,-0.1093003760866973,0.0082908612053818,369.5671907346975,188.1098975634401,188.1098975634401,273.7324155063186,321.8298625063401,337.92222475100687,373.82651486882344,321.8298625063401,-2.081400355177216,6.8429361778498325,0.05333251994876656,0.06118480853732647,0.041596511583688794,0.04390472798718513,0.068894824776096,0.07181635771283262,-0.12168794260505036,-0.06184508377615627,-0.007170614118957332
SDSS J125915.58+275356.9,11,49,1598.4307921428915,6393.723168571568,1470.5563287714604,3930.8610040378,0.9200000000000002,0.6148,0.92,0.6148,0.92,0.6148,True,False,False,True,True,11,47,1.339253419,11,47,True,0.5965288892112366,0.5962080744434937,1.339253419,1.477446759,1.3874860883636364,1.491702601212766,0.0003208147677429,-0.1042165128491297,-0.1381933399999999,0.3741054001301235,0.2499999999999999,6.561817781323603,28.0217794988442,0.2482369249184527,0.2437408893687228,0.3524074102949717,0.3062341046610654,True,True,10,0.6002660567906463,0.0705340424089988,0.6002660567906463,0.0705340424089988,,,,,194.8147083333333,27.89930555555555,GiC,0.0175629147433489,18.18,19.362,1.1819992,18.135,17.429,17.163,17.058,0.7059994,0.9720001,6.21,,,NED,,,2007SDSS6.C...0000:,-16.82,False,0.77625,Members of systems,SBa,2290.336679764223,False,1.2376674440485934e+18,3.466226,2.819564249134048,18.76148,17.78226,17.80239,0.01765995,0.01494199,0.02021308,0.04119965,0.02850172,0.02117984,18.72028035,17.75375828,17.78121016,True,0.96652207,0.9390701899999988,18.13526,17.42892,17.16264,0.01751236,0.01418745,0.02014331,18.09406035,17.40041828,17.14146016,18.1400323287,0.0114080613812361,"SDSS(cModelMag g,r)",18.1400323287,SDSS,Vmag_sdss,0.9390701899999988,0.96652207,SDSS(cModel extcorr),-16.8599676713,0.77625,2.819564249134048,SDSS,False,3.0,8.458692747402145,,,,0.9390701899999988,g-i,,1.0,0.0,5.727336133549141,12.511599665563155,5.727336133549141,NGC 4874,9.033178703840244,6714980.752737872,7.334383120512385,7.273818436554839,6.427173278794688,7.334383120512385,1.468634307987687,-0.1293808889876866,1.460906760342383,0.0165399986576166,0.0174690607647753,-0.1556624007647752,1.4704317562799876,-0.0829456679163511,1.474437003099607,0.017265598113159,0.0003487552436645,-0.1045652680927942,0.5772957078352136,0.019233181376023034,0.5852260481706588,0.010982026272834844,-0.0028186416127154723,0.0031394563804583724,0.0109124344536706,166.60145483145695,363.9476814258307,166.60145483145695,262.7645171717433,213.34855675939528,211.58680151691365,186.9588921852779,213.34855675939528,-1.9620783518998592,6.827044772180949,0.0664055276664722,0.07645899693772319,0.03450307235206394,0.03730660555542056,0.0763205944035871,0.08192490155681972,-0.04717234629044917,0.028397266298622492,0.09569217831374623
SDSS J130000.97+275929.5,16,63,318.7218128156442,1274.887251262577,605.1898271654535,2076.148110676594,1.898802663737072,1.6284954678309735,1.0,1.0,1.8988026637370712,1.6284954678309735,True,True,True,True,True,13,63,1.590464281,13,63,True,0.39414170923652,0.604198901798691,1.590464281,1.434659545,1.646383421153846,1.463867310603175,-0.2100571925621709,0.1825161105506709,0.1558047360000001,0.2914964611885173,0.25,5.12384222007476,38.06453081331753,0.3492910652283359,0.2305298550686575,0.4271959811462913,0.2386017077068001,True,True,10,0.4051983608382417,0.0920489911620632,0.4051983608382417,0.0920489911620632,,,,,195.004049,27.991542,G,0.0251,18.23,19.666,1.4360008,20.99,19.25,18.73,18.39,1.7399998,2.2600002,5.39,,,NED,,,2007SDSS6.C...0000:,-16.77,False,0.67375,Regular galaxies,dE...,2815.1393916964907,False,1.237667324334637e+18,1.270285,1.2590441808771493,21.19089,19.08823,18.61287,0.1205734,0.02314668,0.0315757,0.02965461,0.02051492,0.01524479,21.16123539,19.06771508,18.59762521,True,2.093520309999999,2.5636101799999977,20.98026,19.23927,18.72824,0.05403992,0.01973615,0.02014627,20.95060539,19.21875508,18.71299521,19.9160584071,0.0512867393810147,"SDSS(cModelMag g,r)",19.9160584071,SDSS,Vmag_sdss,2.5636101799999977,2.093520309999999,SDSS(cModel extcorr),-15.083941592900004,0.67375,1.2590441808771493,SDSS,False,3.2,4.028941378806878,,,,2.5636101799999977,g-i,,1.0,0.0,5.904586438136475,1.7980844571372088,1.7980844571372088,NGC 4889,2.445545509755977,304497760.25243115,4.266457759903924,4.718086361929905,5.990355299049678,4.266457759903924,1.4385786315184834,0.1518856494815166,1.4583515676400378,-0.0236920226400378,-0.0044207332467048,0.1602254692467049,1.4320661339536844,0.2143172872001615,1.46778533858421,-0.0039180279810349,-0.027315867259936,0.2098319778106069,0.5974149843785541,-0.20327327514203414,0.5876988713131738,0.01650003048551718,0.015322859631933805,-0.2253800521941047,0.090856419641913,171.75745719014324,52.304156676631905,52.304156676631905,71.1380352543415,124.10622551264196,137.24356901519613,174.25237222117735,124.10622551264196,-1.0416443813272194,8.483584102507194,0.09025436675167153,0.09653394538058975,0.023526034433116346,0.031100026738619606,0.10318174482451867,0.09589691580183163,-0.29352764189370567,-0.2001589192025017,-0.10673932976144439
SDSS J130032.48+275833.2,15,58,2749.6210353838333,10998.484141535337,2749.6210353838333,10998.484141535337,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,14,54,1.4442438145,14,54,True,0.6494371986987456,0.6301990589586128,1.4442438145,1.4116606555,1.4620054422857138,1.4665414461666666,0.0192381397401327,-0.0045360038809527,0.032583159,0.2499999999999999,0.2499999999999999,9.09212078178244,34.030749183765096,0.1861660034112591,0.2283846057619113,0.2189634512931429,0.2968976660045823,True,True,10,0.6506433384003136,0.0476546336319623,0.6506433384003136,0.0476546336319623,,,,,195.135345,27.975893,G,0.0281361314299641,18.52,,,19.6,19.0,18.65,18.5,0.6000004,0.95000076,5.6881,,,NED,,,2007SDSS6.C...0000:,-16.48,False,0.7110125,Regular galaxies,dE,3317.9816163301944,False,1.2376673243346378e+18,4.940214,3.698039089380649,19.29109,18.99175,18.63312,0.03968271,0.06515902,0.04513678,0.03495927,0.02418466,0.0179718,19.25613073,18.96756534,18.6151482,True,0.2885653899999987,0.6409825299999987,19.58894,18.99175,18.64226,0.03764711,0.0527066,0.04052578,19.55398073,18.96756534,18.6242882,19.0758771499,0.041744909172162,"SDSS(cModelMag g,r)",19.0758771499,SDSS,Vmag_sdss,0.6409825299999987,0.2885653899999987,SDSS(cModel extcorr),-15.924122850100002,0.7110125,3.698039089380649,SDSS,False,3.2,11.833725086018076,,,,0.6409825299999987,g-i,,1.0,0.0,12.575474735129946,5.384449583914499,5.384449583914499,NGC 4889,8.971820232963056,11691849.54205354,11.039470714821793,10.332577720279088,11.2797738385707,11.039470714821793,1.4527970128525238,-0.0085531983525237,1.4595603477605297,-0.0478996922605297,0.0059346297043747,0.0266485292956252,1.4502156854672597,0.0117897568184541,1.4709320287837444,-0.0043905826170778,-0.0142286172483944,0.0096926133674417,0.5878971967369634,0.06154000196178222,0.5865290576026774,0.04367000135593546,0.006740694364993444,0.012497445375139256,0.0061347021467164,365.8057318822989,156.62728941157783,156.62728941157783,260.97967160375003,321.1251860852204,300.5625023951329,328.1153206056301,321.1251860852204,-2.212206518377514,7.067883217951534,0.04300643920588253,0.052417874951500035,0.029225064425024497,0.03409009614507895,0.05388288918875471,0.05685705029906902,0.018533562755899693,0.06631611083698769,0.11395787691328225
LEDA 126785,11,38,479.73884725082337,1918.955389003293,479.73884725082337,1918.955389003293,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,11,38,1.323788155,11,38,True,0.7469800478915647,0.5953262588988487,1.323788155,1.4674324405,1.3303102783636362,1.481067918263158,0.1516537889927159,-0.1507576398995218,-0.1436442855000002,0.25,0.25,8.216780526807211,22.62239783815625,0.0748499407854458,0.220550267544871,0.1618236134803233,0.2622071733346724,True,True,10,0.7505578520348721,0.0213091388324334,0.7505578520348721,0.0213091388324334,,,,,194.93366666666665,28.013,GiC,0.044067,18.62,19.718,1.0979996,,,,17.31,,,4.51,,,NED,,,2007SDSS6.C...0000:,-16.38,False,0.56375,Members of systems,,4042.1782468143897,False,1.237667324334572e+18,1.802485,1.544676431865832,19.29103,18.51719,18.1263,0.01700943,0.01532389,0.0173158,0.02599423,0.01798269,0.01336307,19.26503577,18.49920731,18.11293693,True,0.7658284600000016,1.1520988400000007,19.38072,18.73537,18.38664,0.0167432,0.01488413,0.01694963,19.35472577,18.71738731,18.37327693,18.8031969786,0.0114182403100267,"SDSS(cModelMag g,r)",18.8031969786,SDSS,Vmag_sdss,1.1520988400000007,0.7658284600000016,SDSS(cModel extcorr),-16.196803021400004,0.56375,1.544676431865832,SDSS,False,3.2,4.942964581970664,,,,1.1520988400000007,g-i,,1.0,0.0,3.7170116708140366,5.724243727208095,3.7170116708140366,NGC 4874,3.1981840096625103,30589355.53688435,2.5676790767970163,4.965290766963612,6.030413987689951,2.5676790767970163,1.4574115774176697,-0.1336234224176697,1.459952656405236,0.0074797840947642,0.0092954546682454,-0.1529397401682456,1.4561061082460691,-0.1257958298824331,1.471953284632151,0.009114633631007,-0.0099811604711675,-0.1407764794283542,0.5848082061860969,0.16217184170546783,0.5861493954759236,0.009176863422925119,0.00395535932560781,0.14769842966710808,0.0178527424604969,108.12348665126758,166.51150037735562,108.12348665126758,93.03140175540824,74.69075670779378,144.4344536706492,175.41763223918406,74.69075670779378,-1.7482950600013611,7.485570327271594,0.02011352812567374,0.02656315501892334,0.03050510381777823,0.036344351791777654,0.04273957420594622,0.04053657269148936,0.1420583135797941,0.16703760869520784,0.18873499672439117
SDSS J125915.81+275309.7,15,279,9194.950240718374,36779.80096287349,1594.404371740566,18169.2216756595,0.1734,0.4939999999999999,0.1734,0.494,0.1734,0.494,False,False,False,True,True,15,267,1.427624596,15,267,True,0.5826634604271178,0.5793843395950645,1.427624596,1.487285092,1.4540259806666664,1.516612630906367,0.0032791208320532,-0.0625866502397005,-0.059660496,0.0877530364372469,0.25,8.739951906406768,154.69561867188222,0.2570834171347417,0.243634372011174,0.3274006796192308,0.2969022241093278,True,True,10,0.5921182538410672,0.0639366055981228,0.5921182538410672,0.0639366055981228,,,,,194.815375,27.88605555555556,AG?,0.0219764618341702,18.78,20.136,1.355999,18.782,18.089,17.784,17.732,0.6929989,0.9979992,4.54,,,NED,,,2007SDSS6.C...0000:,-16.22,False,0.5675,Other,dE...,2083.9888841031925,False,1.237667444048594e+18,7.512209,6.762538775984814,19.53027,18.37165,18.37387,0.02616941,0.02266169,0.02920226,0.04164869,0.02881237,0.02141068,19.488621310000003,18.34283763,18.35245932,True,1.1457836800000043,1.1361619900000015,18.78214,18.08875,17.78445,0.02606315,0.02153244,0.02844043,18.74049131,18.05993763,17.76303932,18.8026089388,0.0171431849354588,"SDSS(cModelMag g,r)",18.8026089388,SDSS,Vmag_sdss,1.1361619900000015,1.1457836800000043,SDSS(cModel extcorr),-16.1973910612,0.5675,6.762538775984814,SDSS,False,3.2,21.64012408315141,,,,1.1361619900000015,g-i,,1.0,0.0,6.232298025271222,12.797800217231767,6.232298025271222,NGC 4874,9.393513238796247,5352025.630985823,7.798150616346147,7.488970246346225,6.538698855631585,7.798150616346147,1.4574215288109489,-0.0297969328109486,1.459953502426037,0.0273315895739629,0.0093027023490363,-0.0689631983490363,1.4561188110510304,-0.0020928303843639,1.471955486989154,0.0446571439172129,-0.009972000752579,-0.0526146494871214,0.5848015447212126,-0.0021380842940947886,0.5861485767275708,-0.00676423713250629,0.003949352699413933,-0.0006702318673607326,0.0213012613999067,181.29020084420597,372.2729180052331,181.29020084420597,273.2462239111181,226.83900636944233,217.8453139710541,190.20303971192754,226.83900636944233,-1.6715946781200184,6.728518184611982,0.05787762008100697,0.06390179775866199,0.012795940719452087,0.017934106589225715,0.06499951971350228,0.06123347452011901,-0.06001570437510176,0.004966956811674861,0.0617637134645672
SDSS J130005.34+275628.8,16,62,416.3822249225139,1665.5288996900554,849.9381249377177,3399.7524997508704,2.041244976525801,2.041244976525801,1.0,1.0,2.041244976525801,2.041244976525801,True,True,True,True,True,16,62,1.409981576,16,62,True,0.6057937578316767,0.5589670004570279,1.409981576,1.433652456,1.395059866375,1.4516654273225809,0.0468267573746488,-0.0566055609475808,-0.0236708799999998,0.25,0.25,9.692700125306828,34.65595402833573,0.2010255170075805,0.2569582658376866,0.2364425551829478,0.2951919871800954,True,True,10,0.6138808166542019,0.0479042983331761,0.6138808166542019,0.0479042983331761,,,,,195.022289,27.941354,G,0.0237,18.91,19.995,1.085001,19.759,19.106,18.827,18.586,0.6529999,0.9320011,,,,,,,,-16.09,False,,Regular galaxies,,,False,1.2376674440487245e+18,1.657888,1.4390675074507826,19.70556,19.05372,18.94292,0.0256307,0.01995626,0.02691429,0.03154751,0.02182442,0.01621789,19.67401249,19.03189558,18.92670211,True,0.6421169100000022,0.7473103799999983,19.75329,19.09629,18.82524,0.02376873,0.01972249,0.02715298,19.72174249,19.07446558,18.80902211,19.285163513099995,0.0157816992417538,"SDSS(cModelMag g,r)",19.285163513099995,SDSS,Vmag_sdss,0.7473103799999983,0.6421169100000022,SDSS(cModel extcorr),-15.714836486900005,,1.4390675074507826,SDSS,False,3.2,4.605016023842505,,,,0.7473103799999983,g-i,,1.0,0.0,6.633122354117643,2.224598907121029,2.224598907121029,NGC 4889,3.3762597307846978,161733041.95716122,5.341340639113377,4.0328376795424985,4.940676851447108,5.341340639113377,1.4492552612429854,-0.0392736852429853,1.459259244643603,-0.0256067886436031,0.0033551431554007,-0.0270260231554005,1.445694692410778,-0.050634826035778,1.470148198696684,-0.0184827713741031,-0.0174886077989247,-0.039116953148656,0.5902680460556649,0.015525711776011808,0.5868204543161761,-0.02785345385914828,0.00887848325483978,0.03794827411980902,0.0499580816489714,192.94970794498352,64.71095910921579,64.71095910921579,98.21141450781721,155.37330103851107,117.31049284417426,143.71846389136465,155.37330103851107,-1.3013942465441315,8.208798755056215,0.04153803414794249,0.04822513761380304,0.026351015704593826,0.03617594003554613,0.057195918317478306,0.052006549305077636,-0.026012322371930685,0.021095800801979925,0.06375084938981485
