galaxy,used_radius_arcsec,n_css,rayleigh_p,mean_PA_deg,Rbar,hemi_axis_deg,hemi_NA,hemi_NB,hemi_binom_p,hemi_dr_median_arcsec,hemi_ks_stat,hemi_ks_p,quad_chi2,quad_dof,quad_p,blue_axis_deg,blue_Rbar,blue_hemi_sumA,blue_hemi_sumB,blue_hemi_asym,blue_hemi_p_perm,blue_quad_p_perm,red_axis_deg,red_Rbar,n_boot_ok,ci_band,n_css_lo,n_css_med,n_css_hi,rayleigh_p_lo,rayleigh_p_med,rayleigh_p_hi,mean_PA_deg_lo,mean_PA_deg_med,mean_PA_deg_hi,Rbar_lo,Rbar_med,Rbar_hi,hemi_axis_deg_lo,hemi_axis_deg_med,hemi_axis_deg_hi,hemi_NA_lo,hemi_NA_med,hemi_NA_hi,hemi_NB_lo,hemi_NB_med,hemi_NB_hi,hemi_binom_p_lo,hemi_binom_p_med,hemi_binom_p_hi,hemi_dr_median_arcsec_lo,hemi_dr_median_arcsec_med,hemi_dr_median_arcsec_hi,hemi_ks_stat_lo,hemi_ks_stat_med,hemi_ks_stat_hi,hemi_ks_p_lo,hemi_ks_p_med,hemi_ks_p_hi,quad_chi2_lo,quad_chi2_med,quad_chi2_hi,quad_dof_lo,quad_dof_med,quad_dof_hi,quad_p_lo,quad_p_med,quad_p_hi,blue_axis_deg_lo,blue_axis_deg_med,blue_axis_deg_hi,blue_Rbar_lo,blue_Rbar_med,blue_Rbar_hi,blue_hemi_sumA_lo,blue_hemi_sumA_med,blue_hemi_sumA_hi,blue_hemi_sumB_lo,blue_hemi_sumB_med,blue_hemi_sumB_hi,blue_hemi_asym_lo,blue_hemi_asym_med,blue_hemi_asym_hi,blue_hemi_p_perm_lo,blue_hemi_p_perm_med,blue_hemi_p_perm_hi,blue_quad_p_perm_lo,blue_quad_p_perm_med,blue_quad_p_perm_hi,red_axis_deg_lo,red_axis_deg_med,red_axis_deg_hi,red_Rbar_lo,red_Rbar_med,red_Rbar_hi
SDSS J130042.56+280658.6,60.0,11,-3.896368478791623e-06,163.9017587842311,0.9125869714497267,163.9017587842311,11.0,0.0,0.0009765625,,,,15.545454545454547,3.0,0.0014051586723807796,169.81202674435804,0.9122923714827513,5.574734987697009,0.0,1.0,1.0,0.8445777111444278,164.19360624049625,0.9358034533836018,1000.0,16-84%,11.0,11.0,11.0,-3.7974452381667404e-06,-2.4057261066549993e-06,1.550133262518023e-06,156.3362387889323,163.7095921563532,171.6876200572076,0.8848092250866866,0.9243235583593261,0.9588089415549619,156.3362387889323,163.7095921563532,171.6876200572076,11.0,11.0,11.0,0.0,0.0,0.0,0.0009765625,0.0009765625,0.0009765625,,,,,,,,,,12.636363636363637,15.545454545454547,25.727272727272727,3.0,3.0,3.0,1.0877318307844774e-05,0.0014051586723807796,0.005492773187803834,160.80112816342103,169.24163034840035,178.73024299563656,0.8879177680988533,0.9216948426498954,0.9620852508639599,4.8431213886668845,5.58039192679731,6.310033812425036,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.98,158.2499666292524,163.84809893770944,170.85989099418498,0.9126205658014909,0.9419339535953006,0.9683582934914452
2MASX J12590459+2754389,60.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDA 126761,60.0,60,0.07882499958590093,138.416497109486,0.205771923854398,138.416497109486,38.0,22.0,0.051893895928921435,-13.53506583905007,0.3444976076555024,0.054980945457141286,3.6000000000000005,3.0,0.3080221715589937,152.76094002534967,0.1784109443362154,18.931197596519905,13.871780679240254,0.15423651092737267,0.9535232383808095,0.519240379810095,119.31084141873646,0.281039469951954,1000.0,16-84%,60.0,60.0,60.0,0.004359777211009493,0.04702893298894072,0.2780824880785877,116.52945484878313,139.25218076888,165.74799318760915,0.14605007708647724,0.22572084533744152,0.30098007837630214,116.52945484878313,139.25218076888,165.74799318760915,35.0,39.0,42.0,18.0,21.0,25.0,0.002670436282807066,0.027340133868077935,0.2450608330229457,-18.189339046194423,-11.606548589284554,-3.2959957637366273,0.27739576213260425,0.38265841988563426,0.48784222196288946,0.0021886192702493673,0.02858166360325657,0.20768692125173963,2.0,5.466666666666666,10.799999999999999,3.0,3.0,3.0,0.01285800115629765,0.1406459690184717,0.5724067044708798,123.49765159124922,153.97133647456803,191.64829852266314,0.12541535072004803,0.21118974597997991,0.29520112048504926,18.01552012359972,20.569213876748435,23.318605959010306,9.842592049422128,12.128733866525145,14.732387938396817,0.11833912012742857,0.2569805341734981,0.40019953244512957,0.3,0.76,0.98,0.1,0.44,0.88,100.50247432762205,120.0643007883117,142.53245965727126,0.21193920055316068,0.29802063931740985,0.38638733188916585
Z 160-A14,60.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDA 44654,60.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC 4894,60.0,335,1.928858793678434e-21,249.48677627726656,0.37733297549826883,249.48677627726656,227.0,108.0,7.259562804400295e-11,5.9497489237640835,0.18379833578071464,0.012051987565589195,25.05970149253731,3.0,1.5003000198854366e-05,256.2276240152059,0.3921536554265198,120.54731827609744,57.30386019868265,0.35559763291859736,0.5557221389305347,0.5707146426786607,247.7478480298203,0.3940415846747327,1000.0,16-84%,335.0,335.0,335.0,7.773824275626129e-26,7.615351291164485e-22,4.569517756448218e-18,244.11244284147767,249.47636975397802,254.3557346115033,0.3452324543040883,0.38099209298989273,0.4154352737177547,244.11244284147767,249.47636975397802,254.3557346115033,221.0,232.0,246.0,89.0,103.0,114.0,3.673481927333038e-18,1.42627833390264e-12,5.218069261607211e-09,4.240548276842862,5.988694803797678,8.283420158936154,0.1418855485722638,0.1903437626661898,0.2440857435129546,0.00032191171948407277,0.010306904300629024,0.10324723570886916,19.078089552238808,27.698507462686564,37.246447761194034,3.0,3.0,3.0,4.080918055038297e-08,4.201727161090574e-06,0.000263440839346529,250.85697099942695,256.2603119056256,261.34102679099135,0.3529532404630412,0.39656253669411745,0.4370163549965485,114.9318805520321,121.14366995357969,127.4163104710319,51.02216737927534,56.704941334884055,62.57774570580611,0.3006313659939753,0.3622718548479099,0.4252119244294674,0.32,0.68,0.94,0.12,0.44,0.82,241.07465660951038,247.69892732648327,253.47949587792277,0.3594449679284226,0.39701253173318085,0.4351088292195284
NGC 4886,60.0,1888,6.223355602687535e-92,135.37574246776347,0.3335173991949873,135.37574246776347,1308.0,580.0,1.9469145504696985e-64,9.074295585782771,0.20633765685964356,1.831693371823289e-15,448.39406779661016,3.0,0.0,136.31241461112438,0.25997657620327513,585.2938085690018,306.5654831570627,0.31252500029741326,1.0,1.0,134.05834280070957,0.37792839631541925,1000.0,16-84%,1888.0,1888.0,1888.0,1.488889593006059e-100,4.083861859098231e-92,5.062932339771646e-84,132.68076197559026,135.38565484697796,138.03876026652085,0.31872628268669784,0.33385174385489624,0.3489263496557765,132.68076197559026,135.38565484697796,138.03876026652085,1289.0,1309.0,1328.0,560.0,579.0,599.0,9.90788547609927e-72,8.609588218557593e-65,6.588741125367867e-58,8.03015708916352,9.19562569793026,10.271122874008636,0.19234028003220344,0.21680660452326891,0.2393392547520717,1.2741198028828881e-20,5.313301272213915e-17,1.65649546890941e-13,406.4754237288135,450.67372881355936,494.46169491525427,3.0,3.0,3.0,0.0,0.0,0.0,132.16837543381246,136.1102752435052,140.38884070120014,0.24289408490901815,0.2610678937872535,0.2773570375800267,572.4510266444244,585.4911470069669,599.4293548126204,293.0768754593274,306.1365821673009,317.8344458877454,0.2887708008156693,0.31347372492587233,0.33880834614805416,1.0,1.0,1.0,1.0,1.0,1.0,131.24912871110234,134.10765022182102,136.78937577137015,0.36110445027864424,0.3785518003262896,0.39598582779654545
NGC 4872,60.0,1365,8.730330961991083e-86,13.80787054551206,0.37879267887053336,13.80787054551206,1001.0,364.0,5.739339964794015e-69,2.013240046240952,0.0964035964035964,0.013061176271873583,375.4747252747253,3.0,0.0,12.435237004460191,0.3318900543520347,500.2637991867193,204.1431824924246,0.42038285308929146,1.0,1.0,14.835597089607347,0.4379628056921318,1000.0,16-84%,1365.0,1365.0,1365.0,1.8556959218398902e-94,5.95737311679317e-86,1.090425242451106e-77,11.316224036233052,13.933667200843047,16.610134471977574,0.36031491338278776,0.3791626344753469,0.397634865490555,11.316224036233052,13.933667200843047,16.610134471977574,985.84,1003.5,1020.0,345.0,361.5,379.15999999999997,1.2740573387575574e-77,5.108676417718593e-70,1.8845030039120185e-62,0.5142702346339485,1.948937721223757,3.6317631811049678,0.08383013924460538,0.10812840680536168,0.13239929298651157,0.00016631214918319667,0.003682164991450778,0.04523710812768072,339.17219047619045,378.76556776556777,417.97424175824176,3.0,3.0,3.0,0.0,0.0,0.0,9.141395731673924,12.76087284192954,16.02585808804895,0.31066076647594904,0.3321423383654494,0.35453716447483064,489.06119110159665,501.21928964637357,514.3228941087626,191.98429508999232,202.77755746370948,213.91447108659472,0.39418137921226737,0.42366584597590534,0.4539641574690655,1.0,1.0,1.0,1.0,1.0,1.0,12.360646963802651,14.900193851238384,17.45763538817795,0.41974918362287694,0.43829237979159613,0.45657531911163096
NGC 4865,60.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC 4873,60.0,997,7.676663468392152e-30,163.68067543898928,0.25930887191618246,163.68067543898928,649.0,348.0,1.0243978808256076e-21,7.530867000035563,0.15801941094167862,2.060792524830375e-05,112.21163490471415,3.0,0.0,158.38931096368628,0.24235066248759018,346.58632436954326,188.95935405434452,0.2943296466868994,0.7231384307846077,0.8380809595202399,169.2057132234845,0.27591839860515205,1000.0,16-84%,997.0,997.0,997.0,3.7608537030067224e-35,5.153427538333875e-30,1.3809902809655264e-25,159.45314775267775,163.87793088985268,168.66322896165082,0.23961233095927198,0.26007852264991305,0.2819651520375547,159.45314775267775,163.87793088985268,168.66322896165082,638.0,653.0,668.0,329.0,344.0,359.0,3.0644943855463636e-27,8.036945617195067e-23,7.838161220392403e-19,4.801654166472709,7.010500273127047,8.556920344734145,0.13176303140490103,0.16272703915429393,0.1954794124333709,4.7481364566865845e-08,1.1185363848817102e-05,0.0007607318506248025,94.48324974924773,114.96389167502508,135.58286860581745,3.0,3.0,3.0,0.0,0.0,0.0,152.9996663495915,158.43759153467317,164.21477198197488,0.2209570887561305,0.24384255322285409,0.26904653458779243,336.06183899296775,346.26096897583966,356.84505330718275,178.7344251636664,188.3898448102124,197.8589512905197,0.26192693809110607,0.2958063006487988,0.329785802929254,0.3,0.76,0.98,0.42,0.81,0.98,164.22777819858072,169.51387886437533,174.47515114229907,0.2521774715804036,0.2771036156240235,0.3017849573290717
NGC 4898A,60.0,200,0.17258258741832094,328.1478614279593,0.09372511374868911,328.1478614279593,107.0,93.0,0.35800309062450253,1.0780201434144914,0.11395839614109135,0.49032608788826637,10.84,3.0,0.012623277760871576,321.5239171611678,0.13915494069731746,60.79584671814745,43.7440277994277,0.1631130609005372,0.01649175412293853,0.01249375312343828,348.8255570103595,0.03579807993448255,1000.0,16-84%,200.0,200.0,200.0,0.007625038168661751,0.10859919067417743,0.4779568087147522,301.9851782249091,328.50404813246655,356.501706160029,0.06075503738888239,0.10535872911956672,0.15614781482375675,301.9851782249091,328.50404813246655,356.501706160029,105.0,111.0,118.0,82.0,89.0,95.0,0.013130355940531638,0.13736665086863098,0.5246223557223147,-1.0397205396863123,4.864940796922301,11.950935691482806,0.12727033885654573,0.17764798607189913,0.24584793479347933,0.004236305730624591,0.07791614658577525,0.36722013185479374,6.52,12.600000000000001,20.68,3.0,3.0,3.0,0.00012267733534820913,0.005586546097302358,0.08887708168754682,301.6500193968666,322.1109676895227,341.6588859323658,0.09305189614927163,0.1497907468625892,0.2058166242006808,55.93747917034601,60.67821655081596,65.80132365627341,39.041108142347824,43.54430272315649,48.17222594383415,0.08615858793536296,0.16480633759076524,0.24409737865923428,0.02,0.16,0.5431999999999994,0.02,0.02,0.1,280.45455554480986,350.6979295906191,71.43420766541004,0.038774934615073704,0.07482773105621875,0.11847977224018225
NGC 4898B,60.0,207,0.018491112352242357,275.7147942389778,0.13884382975658863,275.7147942389778,121.0,86.0,0.017905614973719872,10.22148344246931,0.1583701710551605,0.14057257968919185,17.057971014492754,3.0,0.0006876028521328736,294.66299678383916,0.16090234843287585,61.96054719424268,44.18036720054989,0.16751485602959074,0.47276361819090457,0.1984007996001999,256.21381976211006,0.09664043796987981,1000.0,16-84%,207.0,207.0,207.0,0.00038515158538736805,0.011466561861338723,0.1039045195259553,254.20606068014536,276.7296648790765,296.42256743521534,0.10458761194418463,0.14692219733882947,0.1948877471956149,254.20606068014536,276.7296648790765,296.42256743521534,117.0,124.0,132.0,75.0,83.0,90.0,9.038603372205988e-05,0.005306333695933137,0.07048534581058005,-0.9821464122590177,7.343978781711291,11.890283650421914,0.1281403505445859,0.17184090419384537,0.2289527559055118,0.009424333307746497,0.09377265317185876,0.3504773289664886,12.072463768115941,19.202898550724637,28.92270531400966,3.0,3.0,3.0,2.3247618873289966e-06,0.00024822902224241883,0.007139007906790007,272.93787549389424,295.2983459199065,313.1106177916862,0.1199429369299951,0.1695571916629623,0.2259633039439225,59.730795249627135,64.05448059047188,68.41283991327667,37.85903007608253,41.88222544573226,46.236346689411434,0.13697975182495964,0.20738515839255572,0.28017937409908583,0.04,0.28,0.72,0.02,0.12,0.4631999999999994,217.5925301725964,258.722823725451,294.4881472085319,0.06837139531177823,0.1145228906691177,0.16677775236574008
NGC 4908,60.0,218,0.008602263562330759,208.53424100360576,0.1476999485293189,208.53424100360576,128.0,90.0,0.012036788138188217,19.00684409755481,0.3715277777777778,5.035116402023373e-07,9.119266055045872,3.0,0.02774649552154984,205.71147067825072,0.2363137514289714,79.7767007281032,41.12897906575546,0.3196518288325345,0.0004997501249375312,0.0024987506246876563,245.23971765878932,0.029807837905302108,1000.0,16-84%,218.0,218.0,218.0,0.00016720030833383592,0.0052347139162984115,0.07149175522067021,191.03729638863103,207.7881754035584,227.9777220850101,0.11000785567178001,0.1552217998303852,0.1997286328096475,191.03729638863103,207.7881754035584,227.9777220850101,122.0,130.0,137.0,81.0,88.0,96.0,0.000181229550274878,0.005367918801283626,0.09018463240010764,14.637388203532534,18.61339020592831,20.93160544910075,0.31322135763870257,0.3877027230364843,0.454168593651461,3.209541046146014e-10,1.358727018978535e-07,4.652529866343513e-05,6.2568807339449535,11.027522935779816,18.262752293577982,3.0,3.0,3.0,0.00038824315324076597,0.011577975802185891,0.09975974948089128,193.5665742308529,205.6351593875828,219.33266335286385,0.191468443405628,0.2400745080227921,0.2902627619451174,73.3071994696136,79.17988347563578,84.505717814212,37.45819755655849,41.94790269337544,46.615679315620895,0.23092582005203438,0.3086292688342622,0.3800354830306527,0.02,0.02,0.06,0.02,0.02,0.06,161.15180300818577,241.6055528013586,326.28034918990227,0.037306924501335104,0.0697208837433608,0.11347710505060804
NGC 4906,60.0,131,0.9899748692830516,28.128701613941246,0.008770056941970972,28.128701613941246,71.0,60.0,0.3823543213561353,4.441686686369977,0.2044600938967136,0.1103816509544518,4.847328244274809,3.0,0.1833240079095788,320.2949067418574,0.07608324035272909,36.42637045231263,30.76695296608173,0.08422589028661771,0.23738130934532733,0.6106946526736632,170.97440375010285,0.05506490516363276,1000.0,16-84%,131.0,131.0,131.0,0.1813115489327769,0.5066252149875464,0.8432137006497759,276.5767257652433,25.61874853113295,128.00416053449294,0.03608035264145477,0.07204662251400873,0.11416951974488125,276.5767257652433,25.61874853113295,128.00416053449294,67.0,72.0,77.0,54.0,59.0,64.0,0.05417080038723309,0.294406156523514,0.7268761029664557,-5.6307805430552005,0.5045047372472604,7.230282348419664,0.15707697424387465,0.2389783419195184,0.3452641173158861,0.000573457390845944,0.038227175494018745,0.3576641093991241,3.1374045801526718,6.801526717557252,12.908396946564885,3.0,3.0,3.0,0.004838948680670141,0.0785001714613347,0.3709214229048624,273.66919340228264,319.5421411986158,20.380679110475,0.052015837878724616,0.10612881819929161,0.1667377205761437,34.70012731958457,38.02913104583269,41.464058654158094,25.487985583271154,28.834501136415877,32.035459047724714,0.05281641189556955,0.1317197606834255,0.23121945945734726,0.06,0.32,0.78,0.14,0.5,0.88,110.3076112313305,172.86564803011686,247.83084181232425,0.04782100960335576,0.09705327400347181,0.15377092365865302
NGC 4889,60.0,2623,9.467234531267179e-05,258.09255129660113,0.05943272506332939,258.09255129660113,1415.0,1208.0,5.717300628912705e-05,3.1374181376916397,0.09092504621720918,3.819370822693285e-05,19.475028593213878,3.0,0.00021803294670608153,233.19651067096044,0.0528781720788788,624.4825795627969,543.1571840417155,0.06964938849806668,0.49525237381309345,0.2383808095952024,273.32986503753625,0.05795123747249855,1000.0,16-84%,2623.0,2623.0,2623.0,5.056859836534606e-07,5.332263380428971e-05,0.0025006231505224066,245.07980896730874,258.505657107832,270.7258828733741,0.04779234514946003,0.06124627755514531,0.07434401060970149,245.07980896730874,258.505657107832,270.7258828733741,1391.0,1416.0,1442.0,1181.0,1207.0,1232.0,3.76196468925071e-07,4.838471680508066e-05,0.0020296737921906183,1.4584413555506262,2.68840290884264,3.7101282338143946,0.08225569732427719,0.09991668640670479,0.11839188533623628,1.891833327629412e-08,4.092171787065472e-06,0.00027766331731363797,13.736134197483796,22.102554327106365,31.730674799847502,3.0,3.0,3.0,5.964705525984827e-07,6.210339058382308e-05,0.003287241858284861,215.90598608149298,234.31420783257738,252.8165524084052,0.039569971054119454,0.05516573007101677,0.07153160614960946,610.2173809154464,624.7007706296142,640.3033615684577,526.9352368315191,541.9566377976242,557.4466482022565,0.04800677879695182,0.07052689575773229,0.09398244733948967,0.14,0.54,0.9,0.04,0.26,0.72,257.93287107197284,273.4383842892662,287.4055082853181,0.04362087808504945,0.06027089435609539,0.0758514829682597
IC 3968,60.0,400,1.1051562107135233e-12,130.36291342279225,0.2623501211348523,130.36291342279225,274.0,126.0,1.0422074451792602e-13,7.704751704638113,0.19122928976943576,0.003024200720935629,52.67999999999999,3.0,2.14519513264122e-11,128.47675917479853,0.271219649624907,151.54664187722636,69.67562401626193,0.37008488964841724,0.296351824087956,0.0559720139930035,131.39783995018786,0.24456759108663365,1000.0,16-84%,400.0,400.0,400.0,4.854785884671944e-16,6.46316637623267e-13,4.747122481295604e-10,122.7308733362803,130.58136067189082,137.9272492303952,0.23166981886801394,0.2648938677487279,0.2969066025838395,122.7308733362803,130.58136067189082,137.9272492303952,260.0,270.0,281.0,119.0,130.0,140.0,3.245930193497785e-16,2.1923129599824985e-12,2.0465070564643136e-09,5.287561495126347,7.927453514773681,10.775334599382033,0.15300850438881108,0.2060886030170838,0.25980010474379117,1.1974817182539567e-05,0.0009865298254553882,0.028864004205014792,40.14,54.43000000000001,69.976,3.0,3.0,3.0,4.294342659250106e-15,9.0846774547515e-12,9.951302115673855e-09,120.21902067595636,128.67207034701175,137.01301487242807,0.23564597767530124,0.27381569060775257,0.3084619863436895,143.29322923275274,150.82416084458345,157.64040905550857,63.89106989247409,70.48903533012445,77.08850686795442,0.3061727222003508,0.36246602803924,0.4189817080860605,0.08,0.32,0.7231999999999993,0.02,0.08,0.32,122.31173193092673,131.3642116336739,141.33983204200706,0.21063651711157183,0.24648721554172098,0.287283286026868
IC 3955,60.0,12,0.00023276858697421867,12.187257571454722,0.7710037335112095,12.187257571454722,12.0,0.0,0.00048828125,,,,14.666666666666668,3.0,0.0021248423323048105,9.071970422465085,0.7479541710440141,6.808330979437912,0.0,1.0,1.0,0.9375312343828086,15.986638890460142,0.8044483682820753,1000.0,16-84%,12.0,12.0,12.0,1.1369985461135025e-05,0.00012187688960327475,0.0008651649792815391,358.5115320638349,12.228445220786398,25.433133304967384,0.7219526000893041,0.7917192047897094,0.8486636902023841,358.5115320638349,12.228445220786398,25.433133304967384,12.0,12.0,12.0,0.0,0.0,0.0,0.00048828125,0.00048828125,0.00048828125,-9.705740811824612,-9.705740811824612,-9.705740811824612,0.8,0.8,0.8,0.1818181818181818,0.1818181818181818,0.1818181818181818,12.666666666666666,14.666666666666668,22.666666666666664,3.0,3.0,3.0,4.73868506654096e-05,0.0021248423323048105,0.005415819531660038,353.4261394745747,8.949410281224232,24.85945238683189,0.7040635410752586,0.772738815370341,0.832960540053529,6.112542091347971,6.882021561288445,7.487385355183426,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.9,1.0,3.9005710666531854,16.21611713729135,27.309829608855466,0.7514093655238235,0.8194255354049629,0.8719101440847616
IC 3998,60.0,433,6.91002773876125e-19,266.0120915782337,0.3107620935492611,266.0120915782337,299.0,134.0,1.4726974651924344e-15,7.762991981622655,0.24249987520591024,2.8273221825151243e-05,65.48498845265588,3.0,3.952393967665557e-14,262.84564398573514,0.28624505288244934,171.02435516406075,81.64842748370609,0.3537220223871413,0.8130934532733634,0.7326336831584208,268.0819094937462,0.33742849109167355,1000.0,16-84%,433.0,433.0,433.0,1.14902312125538e-22,1.0531883356656652e-18,2.6680059338339666e-15,259.73661429278604,265.6509931797159,271.88498815218065,0.2783881058688822,0.30919215906306174,0.3415694505955502,259.73661429278604,265.6509931797159,271.88498815218065,288.0,298.0,308.0,125.0,135.0,145.0,6.546265341735783e-19,3.289754683660759e-15,5.7226880609521514e-12,6.737579709554935,8.507513639466538,10.8655652604485,0.21104401915484464,0.26091410936745624,0.30946584933541166,2.695916427298227e-08,4.578904771283364e-06,0.00040473684327932977,52.51205542725173,66.55658198614319,83.81588914549653,3.0,3.0,3.0,0.0,2.3314683517128287e-14,2.3295414486312887e-11,254.90216610301354,262.4557811172929,270.32544841090214,0.25248714879891493,0.2857491972793871,0.31997132160682284,164.5161777327955,171.84022476499786,178.39655032437867,74.59476120927064,81.14040850964193,87.40539010067661,0.30806782110520714,0.358380403832787,0.40735663003324163,0.38,0.78,0.98,0.44,0.78,0.96,262.21416135199183,267.7403208570804,273.59025662130387,0.3007919078179298,0.3363543075550273,0.3748629642433396
IC 4030,60.0,45,0.2966100509957927,333.34680074479195,0.16470119948037196,333.34680074479195,26.0,19.0,0.3712980344710104,-10.584391193084485,0.20445344129554655,0.6541463339418085,3.8000000000000007,3.0,0.28388613075982716,330.81905057674817,0.19141822416942594,15.951143420818351,11.809286144002295,0.14920004271348947,0.872063968015992,0.3843078460769615,339.7275741663738,0.2137712661158332,1000.0,16-84%,45.0,45.0,45.0,0.0223861164419138,0.1915451855430214,0.6378429523822613,293.5219357419073,332.7703128739296,4.365622475993973,0.10039572710016773,0.19182570638181543,0.28909808951716603,293.5219357419073,332.7703128739296,4.365622475993973,25.0,28.0,31.0,14.0,17.0,20.0,0.016094360031274842,0.1351564508456704,0.5514843298025198,-16.666475518625607,-3.962741198205933,14.516379913125444,0.23333333333333334,0.31701861779194435,0.4200268907563025,0.04105664069902491,0.20363441290251608,0.5480924894646914,2.911111111111111,6.111111111111111,10.377777777777776,3.0,3.0,3.0,0.015613340378099694,0.10632780116420104,0.40553410992569006,292.03281699100467,331.2684694417079,1.4776938930353936,0.11950980739322993,0.21774332556100756,0.32697053752526567,15.373746707071684,17.532766502323653,19.92779147149057,7.902895897597349,10.164018794345743,12.195941733925348,0.12541696583993509,0.2646452840259997,0.42621545063674304,0.18,0.6,0.94,0.1,0.44,0.88,306.90193712764403,339.1985498696507,9.984260204708505,0.12422041898042357,0.24341631415968612,0.3730103074175649
IC 4011,60.0,678,6.556851881188632e-73,196.15072907225755,0.49512103522627154,196.15072907225755,530.0,148.0,2.641313763772578e-51,10.1165131341672,0.24722080571137175,1.0349797849920716e-06,234.96755162241888,3.0,0.0,195.55706813500558,0.4949815506520802,280.00394220350745,79.57508115025905,0.5573986468505963,0.9850074962518741,0.9880059970014993,195.7496296939995,0.5577400977557223,1000.0,16-84%,678.0,678.0,678.0,8.112749021266765e-80,4.2740935471272333e-73,5.246847172182118e-66,193.52653451760034,196.09319698820298,198.64371170057336,0.4708509089996496,0.4957582505501134,0.5182704645931023,193.52653451760034,196.09319698820298,198.64371170057336,517.0,528.0,538.0,140.0,150.0,161.0,7.337936721063764e-56,3.335595213737174e-50,2.0889444039607843e-44,7.82711203874274,10.925076620702121,13.530558446456233,0.2201328264292598,0.2638795124214198,0.3046525647204534,3.692715033291173e-10,1.195397651650077e-07,2.029326580267097e-05,207.1686135693215,236.2418879056047,266.4441297935103,3.0,3.0,3.0,0.0,0.0,0.0,192.3988690878018,195.57496257823527,198.4176827793549,0.46756817702073555,0.49509565249395027,0.5199504179574823,271.28978283230646,279.8362334728221,287.91663453177273,73.58852993771471,79.84460513582508,86.5769732956446,0.5219765526242179,0.5563618950976349,0.5895706546393751,0.9,0.98,1.0,0.94,1.0,1.0,193.2763691410122,195.74974991815282,198.30739282335048,0.5314972228240756,0.5576487477910506,0.5840227406852647
IC 4021,60.0,80,0.45489450325071457,166.21874332062907,0.09922762643932267,166.21874332062907,48.0,32.0,0.09291188222054622,5.6064659184757275,0.1875,0.4730861016598302,5.5,3.0,0.13863861738241512,153.38261477547394,0.0921917575734467,26.603372223747957,21.170702692349273,0.11371584988175612,0.8290854572713643,0.7556221889055472,218.4927911607263,0.17274649988574656,1000.0,16-84%,80.0,80.0,80.0,0.041046869679579524,0.22825072585080186,0.64322178812523,116.07821985714304,168.17418238599453,212.61023174863476,0.07426855962673329,0.13589107813761386,0.19978243248477295,116.07821985714304,168.17418238599453,212.61023174863476,43.0,47.0,51.0,29.0,33.0,37.0,0.01831609751691632,0.1456354544029827,0.5764306261883931,-2.535394246084187,4.839325449786358,11.67809982302901,0.1854569928657962,0.25749097292876094,0.35294117647058826,0.013088784991406583,0.13151068235247057,0.46668687035834694,3.7,7.5,13.299999999999999,3.0,3.0,3.0,0.004030775416706156,0.057558451972636426,0.29573403237527585,98.99854030620651,156.24133324788897,208.88488584515528,0.0708589570987981,0.13744117530046418,0.20350458883103037,25.291076641061263,28.14424569402148,31.108666946103565,16.686009948318244,19.65796462545447,22.54742343449418,0.06495836351857895,0.17662880396426536,0.2940212520519662,0.1,0.54,0.94,0.2,0.68,0.96,185.02436067118344,218.04098889984084,247.52468488193176,0.10654247852607353,0.19011603946105063,0.28261273240674545
