galaxy,used_radius_arcsec,n_css,rayleigh_p,mean_PA_deg,Rbar,hemi_axis_deg,hemi_NA,hemi_NB,hemi_binom_p,hemi_dr_median_arcsec,hemi_ks_stat,hemi_ks_p,quad_chi2,quad_dof,quad_p,blue_axis_deg,blue_Rbar,blue_hemi_sumA,blue_hemi_sumB,blue_hemi_asym,blue_hemi_p_perm,blue_quad_p_perm,red_axis_deg,red_Rbar,n_boot_ok,ci_band,n_css_lo,n_css_med,n_css_hi,rayleigh_p_lo,rayleigh_p_med,rayleigh_p_hi,mean_PA_deg_lo,mean_PA_deg_med,mean_PA_deg_hi,Rbar_lo,Rbar_med,Rbar_hi,hemi_axis_deg_lo,hemi_axis_deg_med,hemi_axis_deg_hi,hemi_NA_lo,hemi_NA_med,hemi_NA_hi,hemi_NB_lo,hemi_NB_med,hemi_NB_hi,hemi_binom_p_lo,hemi_binom_p_med,hemi_binom_p_hi,hemi_dr_median_arcsec_lo,hemi_dr_median_arcsec_med,hemi_dr_median_arcsec_hi,hemi_ks_stat_lo,hemi_ks_stat_med,hemi_ks_stat_hi,hemi_ks_p_lo,hemi_ks_p_med,hemi_ks_p_hi,quad_chi2_lo,quad_chi2_med,quad_chi2_hi,quad_dof_lo,quad_dof_med,quad_dof_hi,quad_p_lo,quad_p_med,quad_p_hi,blue_axis_deg_lo,blue_axis_deg_med,blue_axis_deg_hi,blue_Rbar_lo,blue_Rbar_med,blue_Rbar_hi,blue_hemi_sumA_lo,blue_hemi_sumA_med,blue_hemi_sumA_hi,blue_hemi_sumB_lo,blue_hemi_sumB_med,blue_hemi_sumB_hi,blue_hemi_asym_lo,blue_hemi_asym_med,blue_hemi_asym_hi,blue_hemi_p_perm_lo,blue_hemi_p_perm_med,blue_hemi_p_perm_hi,blue_quad_p_perm_lo,blue_quad_p_perm_med,blue_quad_p_perm_hi,red_axis_deg_lo,red_axis_deg_med,red_axis_deg_hi,red_Rbar_lo,red_Rbar_med,red_Rbar_hi
SDSS J130036.58+275552.1,60.0,121,1.580367864776556e-14,124.02494042731723,0.5124768380669708,124.02494042731723,92.0,29.0,7.97712197059598e-09,14.291484093847743,0.45764617691154424,0.00010317874203319008,100.58677685950411,3.0,0.0,121.83444705315827,0.5024115774595084,45.68007364275098,14.86646629570808,0.5089243312394496,0.7051474262868566,0.8710644677661169,122.91569317725276,0.5630823065090694,1000.0,16-84%,121.0,121.0,121.0,2.7203687695026723e-18,5.007504635433219e-15,1.8101599750072367e-11,119.40827817817893,124.0881085999539,128.92473559912145,0.452130378359892,0.5216634165193209,0.5781545623687179,119.40827817817893,124.0881085999539,128.92473559912145,88.0,93.0,97.0,24.0,28.0,33.0,1.3442945758766515e-11,2.4401043194765048e-09,5.93077782436201e-07,9.289176551821088,14.126377192981426,18.030479031537553,0.34330517956151946,0.4512196336121067,0.5482058993637942,1.2361497232763665e-06,0.00022182563396450544,0.009896328739142033,81.41322314049587,103.29752066115702,124.43074380165288,3.0,3.0,3.0,0.0,0.0,0.0,115.62979810922042,121.96345559225415,128.40487145240695,0.4361391268382714,0.5099055565966325,0.5788517019679205,42.74003430464651,46.518776413982316,49.88734278787185,10.861286745356415,14.049156748024382,17.03231912795477,0.4431705543294712,0.532813554795075,0.6347264054180833,0.2568000000000001,0.68,0.96,0.54,0.88,1.0,118.70879176502399,122.89006967629734,127.42212167026105,0.49545058458530244,0.571643256565741,0.6502368102483382
[EDG2007] 34,60.0,161,5.253035393366938e-44,103.99062157057114,0.7867494965115333,103.99062157057114,161.0,0.0,6.842277657836021e-49,,,,186.1552795031056,3.0,0.0,104.1730448397492,0.783711026699925,88.91337240739566,0.0,1.0,0.9995002498750625,0.2898550724637681,100.72769505302438,0.7780737646943593,1000.0,16-84%,161.0,161.0,161.0,5.413317946554533e-46,4.0348759632535587e-44,2.8044321021050917e-42,100.86322955071876,103.9505952212055,107.1044361333146,0.7708887104076703,0.7877904198105161,0.8046065178567903,100.86322955071876,103.9505952212055,107.1044361333146,161.0,161.0,161.0,0.0,0.0,0.0,6.842277657836021e-49,6.842277657836021e-49,6.842277657836021e-49,-23.789357224548286,-20.45989171033876,-16.192850071960518,0.8168250935435077,0.8616352201257862,0.9937106918238994,0.00016661346897819498,0.004511894995898279,0.06304347826086959,174.527950310559,188.44099378881987,201.36024844720498,3.0,3.0,3.0,0.0,0.0,0.0,100.86527110461134,104.34795274454865,108.03778012256066,0.7672399871507418,0.78538725682393,0.8036077484800577,85.49219043998269,88.6939539175793,92.00011820915734,0.0,0.0,0.0,1.0,1.0,1.0,0.9768,1.0,1.0,0.06,0.28,0.64,96.77337598075837,100.71674883258106,104.19922894317403,0.7596002164937248,0.7799821060723391,0.7983555536048479
GMP 3397,60.0,123,0.21816203893092856,101.8775692625644,0.11125730795230937,101.8775692625644,71.0,52.0,0.10420386640532626,0.2615237896109548,0.17009750812567714,0.3044103458769232,4.967479674796747,3.0,0.1741939892626866,118.5344152066761,0.12284791188104488,39.65448057588638,28.100374567292665,0.17052808959856336,0.5987006496751625,0.9930034982508745,84.10715822545711,0.16294503969367047,1000.0,16-84%,123.0,123.0,123.0,0.010822606075803766,0.13132456943802864,0.5442242384170668,68.86910217511229,102.16681713287448,140.6895942141474,0.07032988887058272,0.12847134635467872,0.19182758980258735,68.86910217511229,102.16681713287448,140.6895942141474,66.84,72.0,78.0,45.0,51.0,56.15999999999997,0.003731445755098149,0.0709016673750142,0.3838653803931637,-8.31742579546644,0.8453602605817991,9.136024581646293,0.17803222094361335,0.2457694869779269,0.3425977421271538,0.0012162707807399672,0.0438944684416773,0.26107721639334674,3.2113821138211387,6.91869918699187,12.317073170731707,3.0,3.0,3.0,0.006372292646119049,0.0745347499043375,0.36016825990363643,86.12315163994998,119.75980105487986,152.8005267765892,0.07489623009031522,0.13868883629150594,0.2130258611749143,36.09264672756439,39.730395113822524,43.66116142327888,24.52565878261837,27.968340231376335,31.32209079760596,0.0836366337634625,0.1739268825271626,0.2716027297438178,0.24,0.66,0.94,0.48,0.94,1.0,60.347895921289194,85.4513752235074,114.03463767381334,0.10743223223919234,0.18015018754969858,0.24997583423132796
ECO 11254,60.0,1284,8.591091204420667e-55,67.85794406454045,0.3113775222065848,67.85794406454045,880.0,404.0,4.991039323677217e-41,7.95076026882267,0.20012376237623763,3.437677657627739e-10,195.12772585669782,3.0,0.0,66.57501688799823,0.28994199319841696,440.6039073432404,219.19292139650526,0.335574492483761,0.9985007496251874,0.9570214892553723,68.14736222181398,0.34013982504965523,1000.0,16-84%,1284.0,1284.0,1284.0,3.77751007357813e-62,4.3324316788334786e-55,1.0162170859089102e-48,64.25011745853129,67.72699367609368,70.95101465129551,0.29336908426880476,0.3122329080080508,0.33188691918096513,64.25011745853129,67.72699367609368,70.95101465129551,863.0,879.0,897.0,387.0,405.0,421.0,5.079524767888495e-47,1.0877696237317948e-40,1.7362890810211058e-35,5.703206799252419,7.591682990632435,9.415549623373781,0.17672790963124743,0.20540639232511632,0.23299265475434258,1.0735508466128864e-13,9.024373331304716e-11,5.5537307234143436e-08,169.22342679127726,197.08722741433021,229.5763239875389,3.0,3.0,3.0,0.0,0.0,0.0,62.46458339753565,66.37827577285464,70.33182755550979,0.26924818546834084,0.2903807280766469,0.3142001896058399,428.62952964444673,441.25160878033466,454.1631266115319,208.2058497361508,219.29315232954698,229.47165390951912,0.30633423862879455,0.3357258385448917,0.36927469572503174,0.94,1.0,1.0,0.7768,0.96,1.0,64.72102863180987,68.1540521855162,71.45368260148496,0.319688231114211,0.3416550295826456,0.3640645376687273
CAIRNS J125930.08+274933.2,60.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAIRNS J130005.15+275835.8,60.0,2542,6.404246912640459e-64,80.63029926855472,0.23925244561052186,80.63029926855472,1613.0,929.0,2.6588256108866656e-42,0.7057149110488297,0.04811685464641766,0.12522748921556046,136.51140833988984,3.0,0.0,89.41937797133437,0.14678197507345084,655.2920149423242,478.56201751945093,0.15586662159604853,1.0,1.0,78.24768412454205,0.27211902688691947,1000.0,16-84%,2542.0,2542.0,2542.0,3.8352324942817965e-71,6.109123945689601e-64,3.8568090329381917e-57,77.36793095935786,80.74062976366059,83.78665630221195,0.22605431882523402,0.23929127396881272,0.2525552863530563,77.36793095935786,80.74062976366059,83.78665630221195,1584.0,1614.0,1643.0,899.0,928.0,958.0,7.550258093746228e-50,1.5269146990203315e-42,1.2377833247631975e-35,-0.057395366967715515,0.998811912221008,1.9896884909922896,0.045264191807695205,0.06193908592555146,0.07853600546768837,0.001298666909553975,0.020593563123256466,0.16938963247471508,115.98911093627066,138.54917387883557,161.2429268292683,3.0,3.0,3.0,0.0,0.0,0.0,82.66854385272904,89.42566963146805,95.80737018769628,0.13050277435232527,0.14678137688646276,0.16467068481215547,638.3919867638391,656.4568670240149,674.8786689143124,459.89638415757554,477.30828647864007,494.46046060220874,0.13049156070425041,0.15669451485460853,0.18797889249718674,1.0,1.0,1.0,1.0,1.0,1.0,74.88511269058318,78.16539904542196,81.70873970835441,0.25776341743101605,0.2725884635800692,0.2885823263958064
SDSS J130048.04+280557.3,60.0,162,1.0626980978361826e-25,169.0251435479887,0.5957867310207899,169.0251435479887,131.0,31.0,7.864559183313363e-16,-2.489164789403212,0.22531396207830584,0.13185102838687518,115.9753086419753,3.0,0.0,171.52710642171587,0.5162670147813903,61.39617330258462,17.702338258940543,0.5523976896791253,0.984007996001999,0.9985007496251874,166.7350412723639,0.657700792650846,1000.0,16-84%,162.0,162.0,162.0,1.7754663384080515e-29,8.671415327281679e-26,3.985398074270319e-22,165.0396036534197,169.06539588347732,173.87733744405443,0.5515089953750927,0.5968404841906998,0.6392609733200381,165.0396036534197,169.06539588347732,173.87733744405443,127.0,132.0,137.0,25.0,30.0,35.0,6.592735518455973e-20,1.8253286401945031e-16,1.8509096544997267e-13,-7.214940321376012,-3.52968317528423,-1.6423447334660133,0.18636363636363637,0.2565993553690404,0.33959472521656675,0.005730062008610885,0.06953849697852871,0.3462612702984641,95.21876543209876,116.5679012345679,140.4691358024691,3.0,3.0,3.0,0.0,0.0,0.0,165.2864177972616,171.51725975296483,178.70900186800952,0.4644923295853761,0.5176556176432708,0.5702555773027855,57.9476086207299,61.79121144773758,65.97217751079152,13.973835642054521,17.230959218683715,20.481292242081413,0.4847607741292122,0.566132514564371,0.6445774026894263,0.76,0.96,1.0,0.96,1.0,1.0,162.97249088633316,166.7607075869521,171.18355026574386,0.613118621218762,0.6560675572431043,0.698601122997435
LEDA 44707,60.0,169,0.00043589886930201215,159.16056059313962,0.21398031614199067,159.16056059313962,107.0,62.0,0.0006677136382200455,-4.479784854739123,0.11621947542960506,0.6102443435225522,11.189349112426035,3.0,0.01074484106964324,153.62905486708974,0.22970793353604982,61.72667108471097,35.084432924152416,0.27519816485224013,0.5862068965517241,0.6636681659170415,161.2978569608607,0.2316578695772552,1000.0,16-84%,169.0,169.0,169.0,5.002041568870152e-06,0.0003361129063408139,0.008722883280528887,144.4134354219708,157.8083122779292,173.2708727884998,0.16750544126853614,0.21754518113118235,0.2687456671867359,144.4134354219708,157.8083122779292,173.2708727884998,101.0,107.0,113.0,56.0,62.0,68.0,1.3829511795728438e-05,0.0006677136382200455,0.013596354306730772,-6.289754983913364,-2.3495247106809742,3.1706493681948444,0.1359599590211122,0.17609126984126983,0.23160568086883876,0.025671821472106587,0.15267943999223624,0.41448344559193606,6.739644970414201,12.325443786982248,20.23076923076923,3.0,3.0,3.0,0.00015203856542023164,0.0063475487540886055,0.08067579400230562,138.67453735081625,152.33700139496432,168.07083990087222,0.17967986025917534,0.23427826763596016,0.28940476458373005,58.63669893005724,62.784765097150725,66.95381299015355,30.111122805660802,33.80566970187421,38.01688719527167,0.2178207612280748,0.2995222805420434,0.3743737519392694,0.1,0.42,0.78,0.22,0.64,0.94,146.37440349448946,160.24648605799712,177.29167371853896,0.1784827130590439,0.23679461973360033,0.29810114349310785
LEDA 44542,60.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDA 126789,60.0,78,9.091558835844956e-05,214.67318482354509,0.34540164436217863,214.67318482354509,52.0,26.0,0.004334880883507413,12.03022897316437,0.5769230769230769,9.534495499445555e-06,39.23076923076923,3.0,1.5508692885468633e-08,217.08973566520672,0.21387579201251927,23.537652157622688,15.323377459301522,0.21137563207393248,0.8710644677661169,0.9540229885057471,216.5757087982012,0.3940307600311489,1000.0,16-84%,78.0,78.0,78.0,3.2373075657188524e-07,8.125521066381852e-05,0.004287590494319682,204.28227529560263,214.78136228219591,224.75838265830998,0.2643820683993811,0.3474804113236333,0.437700371010103,204.28227529560263,214.78136228219591,224.75838265830998,48.0,52.0,56.0,22.0,26.0,30.0,0.00014948153872377523,0.004334880883507413,0.053544392168502264,7.2309898506128985,9.99265228332137,17.752138995499884,0.49188272174073394,0.5850282326369283,0.675,4.3378060738212784e-08,6.492046673573006e-06,0.00035514187144458317,27.624615384615385,40.41025641025641,55.84615384615385,3.0,3.0,3.0,4.530820163495264e-12,8.724088285116949e-09,4.3550815306403405e-06,194.8095380007768,217.9162823730353,239.55316169993853,0.1344449434715362,0.22829023435842996,0.3355493724655944,21.451269952221857,24.035581197534317,26.916088540882402,12.185784425739891,14.748636220400547,17.443176954981197,0.11674667126963063,0.23842083861227312,0.3664978018873506,0.44,0.84,0.98,0.74,0.96,1.0,206.0899058082091,216.78442237744184,226.90864654967925,0.29552889892129514,0.40431350866160076,0.501405905419801
SDSS J130026.15+280032.0,60.0,95,0.017625541715309313,312.6347487355656,0.20617841520432192,312.6347487355656,60.0,35.0,0.013378703026003939,-4.883243101790846,0.16428571428571428,0.5301446823883617,8.115789473684211,3.0,0.043678328254118326,316.7532090438534,0.19716914634240162,36.5394528357548,22.696231831693936,0.23369732420207862,0.6796601699150425,0.4382808595702149,311.98314289916993,0.20951161754116207,1000.0,16-84%,95.0,95.0,95.0,0.0004513767834116728,0.011257052682076999,0.13226542489834298,291.80577053846775,312.2708232893052,334.1557152071463,0.14592519893296566,0.21732261618511534,0.2847568270312371,291.80577053846775,312.2708232893052,334.1557152071463,56.0,61.0,65.0,30.0,34.0,39.0,0.0004247927288947456,0.007313123139453615,0.10017333048675559,-5.8488017310387335,0.8919940598126033,8.425110844529684,0.17890934038411999,0.23503015093776317,0.3102979242979243,0.022508305269546815,0.14970175975330963,0.4292546932651576,5.0,9.8,16.705263157894738,3.0,3.0,3.0,0.0008125509550636068,0.020344998515208434,0.17179714429673354,294.15861758805454,316.37607319731774,341.3466923176795,0.13267439204799947,0.20980608848469048,0.28415349271424667,33.96051211777235,37.15833706151812,40.560595131086586,18.802985465143898,22.07296485076772,25.246699717493097,0.15044754726736442,0.25437532965881005,0.3613992099342167,0.24,0.62,0.92,0.08,0.34,0.76,288.460661343914,311.8643372967672,340.8680470297436,0.15066136825395673,0.22734996207260186,0.3035551992464025
LEDA 126768,60.0,1418,3.268810058290005e-84,356.224601996495,0.3681930123600266,356.224601996495,1020.0,398.0,3.7851602039598145e-63,8.33831131019543,0.18805301014878315,2.469843567602852e-09,293.2891396332863,3.0,0.0,352.3901473697832,0.3157216704106742,512.2322695996805,222.8162970260986,0.3937372110010883,1.0,1.0,359.5468063807614,0.4317586125458111,1000.0,16-84%,1418.0,1418.0,1418.0,9.348147871112075e-93,8.054476058795574e-85,2.9631871670392317e-77,353.45667678866516,356.21628594964466,358.87477299142483,0.3525230008891525,0.36953215209532325,0.38657517159689997,353.45667678866516,356.21628594964466,358.87477299142483,1009.0,1025.0,1043.1599999999999,374.84000000000003,393.0,409.0,5.144767640219248e-73,3.2539101071360613e-65,9.771862254109296e-59,6.868180506477794,8.256425674435857,9.58448314575576,0.17951072491435205,0.20368426170252968,0.22788440591789572,2.0165080031465615e-13,9.253450847935453e-11,2.1108253270187176e-08,269.00727785613543,296.68829337094496,327.02679830747525,3.0,3.0,3.0,0.0,0.0,0.0,348.6578580674435,352.2516930679566,356.0173245562854,0.2985357565416508,0.31705201847010267,0.3368688716328822,497.56601430970704,509.566429792573,522.0977235606883,214.4923199844275,225.23189979478371,235.38003059170003,0.36003452532812896,0.387546770233696,0.4145755236320452,1.0,1.0,1.0,1.0,1.0,1.0,357.0728838047619,359.4608709739856,1.9757165180419065,0.41360090394472593,0.4329620679459696,0.4518129730722152
LEDA 1821555,60.0,296,4.745300132185971e-07,340.33003408004856,0.2217935259134839,340.33003408004856,188.0,108.0,3.866377056751264e-06,2.650152866460985,0.13731284475965327,0.13440181858530065,22.62162162162162,3.0,4.8421825935340834e-05,336.7933939354122,0.1974153872483157,116.25850964106257,67.88819343200083,0.2626727245280627,0.6986506746626686,0.9645177411294353,346.5769899851281,0.27305123003934184,1000.0,16-84%,296.0,296.0,296.0,8.035372112757555e-10,2.4119953216791667e-07,2.4977390770919534e-05,330.3457508893787,340.7041597962386,350.96276745239265,0.18921551176839074,0.22688884673335466,0.2659887088799361,330.3457508893787,340.7041597962386,350.96276745239265,182.0,190.0,198.0,98.0,106.0,114.0,6.3031845058590794e-09,1.2012929398701982e-06,9.224986808410592e-05,0.5250647466509696,2.3129963027893083,4.1054719111544955,0.1140979578885338,0.15768516770603191,0.20847459606407054,0.004440735670984504,0.06062738805799303,0.31073523799462527,16.945945945945947,24.68918918918919,34.68432432432432,3.0,3.0,3.0,1.4205001270806152e-07,1.7932531990061396e-05,0.0007250653112662597,324.60542529469103,337.03990742091537,349.5841289414359,0.16055278379434493,0.20344156011904346,0.24262411924286817,110.87268884958134,116.62673443730398,122.23530349369115,61.89322001482871,67.32756255910081,73.18826176522947,0.20502806310153887,0.26923868553531005,0.3247723161691552,0.38,0.84,1.0,0.76,0.96,1.0,337.01340841429055,346.6616092102745,356.4907596972314,0.23760217637655054,0.2797099857345166,0.3189964635297541
GMP 2399,60.0,51,0.01761790060137301,340.0272443779795,0.28141239761803233,340.0272443779795,31.0,20.0,0.16077960181198847,8.30321105177866,0.2870967741935484,0.21602737146034307,5.392156862745098,3.0,0.14523301509900022,336.4706058617237,0.2306112658535351,16.838388497464088,12.9101161090374,0.13204940686558644,0.9740129935032483,0.9895052473763118,354.0837495498973,0.3722399617802933,1000.0,16-84%,51.0,51.0,51.0,0.0004281045685024227,0.011379807291252389,0.10527663042637023,319.1679049854781,340.2399257445629,0.29303612482721064,0.21009639202000607,0.29624827800311443,0.3899768032153715,319.1679049854781,340.2399257445629,0.29303612482721064,31.0,34.0,38.0,13.0,17.0,20.0,0.0006210434562277101,0.024092907698449295,0.16077960181198847,-3.2776218920686957,5.7426819004065415,15.186380094813096,0.24496637426900586,0.33905075187969924,0.4411764705882353,0.018192820676248916,0.12628570418064988,0.44973335336519904,3.666666666666667,7.588235294117647,12.764705882352942,3.0,3.0,3.0,0.00517408428482824,0.05533413046415114,0.29978058859571255,309.5320102856333,337.62669910713885,3.521983451679546,0.16031857717077008,0.25270456946685427,0.35133761735416236,16.73619013563569,19.2600994391916,21.858497387901604,7.985255041692901,10.290284487800323,13.006229665411494,0.13583169739355364,0.30194374441411476,0.4560918668003963,0.26,0.78,1.0,0.5368,0.94,1.0,336.36791247868473,353.9123308795391,10.107326415072237,0.2976170416070736,0.383781048505663,0.4765242076228518
SDSS J125948.57+275857.7,60.0,277,1.304786007293132e-14,246.01040367962634,0.3397288802959287,246.01040367962634,195.0,82.0,8.801103846393847e-12,2.128677123862637,0.14534083802376485,0.15486981484195336,56.357400722021666,3.0,3.524291969370097e-12,249.19431565144575,0.31859690139609576,118.22419777344379,52.74054030909479,0.3830243487562605,0.7576211894052973,0.7301349325337332,241.8922555787402,0.3493301229883432,1000.0,16-84%,277.0,277.0,277.0,1.5428778158862642e-18,5.976069747895598e-15,9.589702266111023e-12,239.54660370834267,246.37697202088407,252.61845018941665,0.30263782721934596,0.34385273839238023,0.38478696937617474,239.54660370834267,246.37697202088407,252.61845018941665,189.0,196.0,204.0,73.0,81.0,88.0,1.6574524602714191e-15,3.638586317533204e-12,1.2393650421409122e-09,0.7358936437199856,2.3729890324896488,4.748572678011122,0.12286646032173011,0.1719776104886399,0.22786133853346707,0.004622194731154642,0.05986644959236457,0.3292451275152064,44.21357400722022,58.50902527075812,75.59552346570398,3.0,3.0,3.0,2.220446049250313e-16,1.2238543511955413e-12,1.3596413639405095e-09,241.5424054961361,249.5502740308824,256.60753972334464,0.2782679516374388,0.3233231058636721,0.3679584578719234,113.30066661117581,119.0168108800627,124.33334670308626,46.70541317091289,52.077888515812035,57.26816110617532,0.33038601687085645,0.3920314628861489,0.4486551751657103,0.38,0.76,0.98,0.34,0.74,0.96,234.69464710285274,241.98814478803808,249.47860435820292,0.3087617729593654,0.35417923115537137,0.39935029564170443
SDSS J125953.93+275813.6,60.0,298,2.135751704515967e-11,116.39939950468909,0.2871382600336626,116.39939950468909,195.0,103.0,1.0820540098197794e-07,6.8257769777821125,0.1905899925317401,0.01255477636332289,40.604026845637584,3.0,7.934111700969027e-09,120.22335035338051,0.2661099667959941,113.30427611712705,66.00128928995227,0.2638121506144124,0.9650174912543729,0.9260369815092454,111.58982699157798,0.32698991462009114,1000.0,16-84%,298.0,298.0,298.0,1.0519243851832714e-14,1.7320625343998073e-11,7.996158216365682e-09,109.07897447404247,116.12905449097366,123.6055805759712,0.2501295379636977,0.288359906605025,0.3286419724678549,109.07897447404247,116.12905449097366,123.6055805759712,185.84,194.0,202.0,96.0,104.0,112.15999999999997,7.913872952579653e-10,2.0609186833503622e-07,2.3785668768764552e-05,4.258731168567947,6.592389585275974,8.272212628227727,0.14460941248368456,0.19847434179055462,0.2593798620014376,0.0001658836400998785,0.007686868055368442,0.10018011258776906,30.76993288590604,41.919463087248324,55.80724832214765,3.0,3.0,3.0,4.618518900656455e-12,4.17351619930173e-09,9.503858702286642e-07,111.92814292364619,120.02852030156544,128.01767207804085,0.22716450914309116,0.26755326557187864,0.310325018653507,108.49594598220494,114.42184034702404,120.09143640860975,59.975111895396346,64.98788187121713,70.31315471738604,0.21819725274761875,0.2758295579621396,0.3303825977254586,0.54,0.92,1.0,0.66,0.94,1.0,103.90300000869559,111.4813330131081,118.92188980356804,0.2833912040802686,0.32885698438769845,0.373995948174595
SDSS J125930.25+280115.0,60.0,152,0.17070055602939524,167.37540109878205,0.1078450518543335,167.37540109878205,79.0,73.0,0.6852087510703436,2.3595765625382157,0.11184324605514132,0.6727980314787073,3.68421052631579,3.0,0.2976446981301364,168.4921601310923,0.11073445019658917,46.48642209127515,42.001058238066655,0.05068924820228137,0.8160919540229885,0.2538730634682659,155.26557658158754,0.08352101898660934,1000.0,16-84%,152.0,152.0,152.0,0.008567318580801267,0.0930208313362437,0.4571540324864283,134.7235276227031,165.92921647699882,197.2173408613005,0.07176051948341466,0.12499820589299002,0.17695897303074934,134.7235276227031,165.92921647699882,197.2173408613005,81.0,88.0,94.15999999999997,57.84,64.0,71.0,0.004083359062580322,0.06174850711174888,0.4655089982676935,-3.0140672813565175,1.765373197439171,6.874852175528511,0.13450329944711967,0.18188487961048488,0.24729354181898788,0.01838303709908324,0.15068166821018986,0.4765164574305687,2.263157894736842,5.894736842105263,10.894736842105264,3.0,3.0,3.0,0.012308905748379506,0.11684533844902656,0.5196155943005698,136.67401888779432,166.989345911922,201.12766830807652,0.07090921270986295,0.12845565513685284,0.18737476429771616,46.74153331327328,51.1158957738845,56.00001976428387,33.02443031388232,37.38181525325332,41.43104110004828,0.06597355918514215,0.15674308947505416,0.25064066614181607,0.12,0.46,0.8431999999999993,0.04,0.26,0.7,106.6786230456774,154.88922274666913,203.41834293897114,0.06258105703156872,0.1134820604697806,0.1676504535100929
[EDG2007] 474,60.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J130008.39+275716.7,60.0,1055,1.5525666581439732e-84,346.3942931517837,0.4276877524478898,346.3942931517837,807.0,248.0,1.5677111196939476e-69,9.05940435851241,0.2414108406283727,3.33265558283493e-10,303.5175355450237,3.0,0.0,342.30247103486016,0.4018900906810474,432.3541009133587,143.72570031476144,0.5010215598312641,0.9910044977511244,0.9980009995002499,349.6725186447481,0.4676697807596747,1000.0,16-84%,1055.0,1055.0,1055.0,6.123260387369525e-92,1.4828833136707087e-84,2.342703926804059e-77,343.65337093916264,346.4539293457972,349.0198834141363,0.40896397540575463,0.4277386702660829,0.44617992547863267,343.65337093916264,346.4539293457972,349.0198834141363,789.0,804.0,817.0,238.0,251.0,266.0,8.951594565558715e-75,5.290581370315054e-68,1.1550675597485817e-60,7.947567211154016,9.126522321624954,10.90524082355574,0.21556728017491378,0.24939662301944338,0.2821931951181338,4.438011645843301e-14,5.728850284603326e-11,3.575982341849482e-08,278.00489099526067,302.6265402843602,333.66335545023696,3.0,3.0,3.0,0.0,0.0,0.0,338.93433990701806,342.31198707543626,345.689947537933,0.37999343419994863,0.401286153807154,0.4215815051572859,419.57547426832735,430.7362329271582,441.9006922858368,136.41725764974274,145.60535825266595,154.35620755960102,0.46528764541543194,0.49365391551128535,0.5258056274209135,0.9,1.0,1.0,0.98,1.0,1.0,347.0336262051169,349.7025202174277,352.5141548316283,0.44674866211137576,0.46760457676185385,0.4891912414031641
SDSS J130025.97+280344.6,60.0,107,0.15680578894296396,34.94402092042827,0.13158797392953728,34.94402092042827,64.0,43.0,0.0526677812986243,-7.266810424614256,0.20748546511627908,0.18027955174433966,4.065420560747664,3.0,0.25448599286323614,45.540675345606985,0.12347093329327494,38.87987120797374,24.966421797198265,0.21792102181481998,0.4107946026986507,0.5987006496751625,21.046832315426116,0.13048667673525047,1000.0,16-84%,107.0,107.0,107.0,0.006639570219720134,0.09369658829734412,0.46998025240318425,5.2415621261455385,34.135031161085635,66.98456736544551,0.08400403881785981,0.14875476512561006,0.2164889885114496,5.2415621261455385,34.135031161085635,66.98456736544551,59.0,65.0,70.0,37.0,42.0,48.0,0.0018401240468733455,0.03294666029982693,0.3337051161974391,-15.736807065525037,-4.840482139366866,5.204101475557414,0.16353229552755127,0.22167308813780662,0.2966101694915254,0.017787388743884892,0.14113090797622785,0.45085277101846816,2.7196261682242993,6.08411214953271,11.479252336448596,3.0,3.0,3.0,0.009398298950771823,0.10758893039495132,0.4369023296901905,11.657792863194118,44.94767533857066,83.1270614586947,0.08149222238967796,0.14702732600059387,0.21758849458414806,34.32930538144602,38.72633563216856,42.405296028138004,21.448041012061672,24.988961662945606,29.362982554973698,0.08542131887438442,0.2136500759532181,0.3268037734702037,0.12,0.48,0.84,0.14,0.5,0.88,341.7250423496747,21.48800540679042,57.46006006587942,0.0870519059484294,0.1539045053713563,0.23129631702374678
